;;;;;;Bivalvia ;Obelia;Ctenophora;Cnidaria indet.;Spionidae;Bipinnaria ;Echinopluteus ;Scoloplos ;Nereis;Gastropoda;Crepidula ;Cypris ;Carcinus Zoea ;Carcinus Megalopa ;Pagurus;Lanice ;Magelona ;Appendicularia;Fritillaria;Podon;Evadne;Chaetognatha;Actiniaria 
List Ferry Terminal ;09.06.2017;55,01553;8,43990;surface - 1m;Petra Kadel;32;0;0;0;16;0;2;0;0;25;4;4;3;0;0;7;6;83;4;0;7;0;0
List Ferry Terminal ;16.06.2017;55,01553;8,43990;surface - 1m;Petra Kadel;63;0;0;0;26;0;0;0;0;16;1;5;0;0;0;6;2;14;1;0;1;0;0
List Ferry Terminal ;23.06.2017;55,01553;8,43990;surface - 1m;Petra Kadel;13;0;0;0;18;0;0;0;0;2;1;6;4;1;0;3;0;19;0;2;1;0;0
List Ferry Terminal ;30.06.2017;55,01553;8,43990;surface - 1m;Petra Kadel;57;0;0;1;34;0;0;0;4;1;2;1;0;0;0;3;0;39;3;0;0;0;0
List Ferry Terminal ;07.07.2017;55,01553;8,43990;surface - 1m;Petra Kadel;25;0;0;0;22;0;0;0;2;6;0;3;1;0;0;3;0;7;2;0;0;0;0
List Ferry Terminal ;14.07.2017;55,01553;8,43990;surface - 1m;Petra Kadel;49;0;0;0;52;0;0;0;3;2;0;9;0;0;0;8;0;26;1;0;1;0;0
List Ferry Terminal ;22.07.2017;55,01553;8,43990;surface - 1m;Petra Kadel;37;0;0;0;18;0;0;0;0;1;1;4;1;0;0;5;0;41;2;0;0;0;0
List Ferry Terminal ;28.07.2017;55,01553;8,43990;surface - 1m;Petra Kadel;18;0;0;0;9;0;0;0;0;0;0;3;0;0;0;3;0;10;2;0;0;0;0
List Ferry Terminal ;04.08.2017;55,01553;8,43990;surface - 1m;Petra Kadel;25;0;0;3;16;0;0;0;0;1;2;0;2;0;0;0;0;40;1;2;0;0;0
List Ferry Terminal ;11.08.2017;55,01553;8,43990;surface - 1m;Petra Kadel;67;0;0;1;39;0;0;0;0;1;0;1;0;0;0;0;0;39;0;4;0;0;0
List Ferry Terminal ;18.08.2017;55,01553;8,43990;surface - 1m;Petra Kadel;57;0;0;0;24;0;0;0;0;0;0;2;0;0;0;1;0;7;0;0;0;0;0
List Ferry Terminal ;01.09.2017;55,01553;8,43990;surface - 1m;Petra Kadel;22;0;0;0;46;0;0;0;0;1;1;0;0;0;0;2;0;3;0;0;0;0;0
List Ferry Terminal ;08.09.2017;55,01553;8,43990;surface - 1m;Petra Kadel;10;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
List Ferry Terminal ;15.09.2017;55,01553;8,43990;surface - 1m;Petra Kadel;18;0;0;2;20;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0
List Ferry Terminal ;22.09.2017;55,01553;8,43990;surface - 1m;Petra Kadel;23;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;29.09.2017;55,01553;8,43990;surface - 1m;Petra Kadel;47;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
List Ferry Terminal ;04.10.2017;55,01553;8,43990;surface - 1m;Petra Kadel;154;0;0;0;76;0;0;0;0;0;0;0;1;0;0;0;0;9;2;0;0;0;0
List Ferry Terminal ;06.10.2017;55,01553;8,43990;surface - 1m;Petra Kadel;43;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0;0
List Ferry Terminal ;27.10.2017;55,01553;8,43990;surface - 1m;Petra Kadel;17;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
List Ferry Terminal ;30.10.2017;55,01553;8,43990;surface - 1m;Petra Kadel;73;0;0;1;164;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;1;0
List Ferry Terminal ;03.11.2017;55,01553;8,43990;surface - 1m;Petra Kadel;68;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
List Ferry Terminal ;29.11.2017;55,01553;8,43990;surface - 1m;Petra Kadel;3;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
