;;;;;;Bivalvia ;Obelia;Ctenophora;Cnidaria indet.;Spionidae;Bipinnaria ;Echinopluteus ;Scoloplos ;Nereis;Gastropoda;Crepidula ;Cypris ;Carcinus Zoea ;Carcinus Megalopa ;Pagurus;Lanice ;Magelona ;Appendicularia;Fritillaria;Podon;Evadne;Chaetognatha;Actiniaria 
List Ferry Terminal ;04.06.2018;55,01553;8,43990;surface - 1m;Petra Kadel;353;0;0;17;126;0;9;0;1;15;0;0;0;0;0;2;1;0;0;2;1;0;0
List Ferry Terminal ;06.06.2018;55,01553;8,43990;surface - 1m;Petra Kadel;198;0;0;4;29;0;0;0;0;12;0;2;0;0;0;0;0;0;0;1;1;0;0
List Ferry Terminal ;08.06.2018;55,01553;8,43990;surface - 1m;Petra Kadel;507;0;0;8;61;0;7;0;0;18;0;2;0;0;0;14;4;1;0;5;0;0;0
List Ferry Terminal ;13.06.2018;55,01553;8,43990;surface - 1m;Petra Kadel;30;0;0;2;59;0;0;0;12;7;0;0;0;1;0;2;0;0;0;2;0;0;0
List Ferry Terminal ;15.06.2018;55,01553;8,43990;surface - 1m;Petra Kadel;124;0;0;4;28;0;0;0;4;6;0;3;0;0;0;10;0;0;0;0;0;0;0
List Ferry Terminal ;29.06.2018;55,01553;8,43990;surface - 1m;Petra Kadel;34;0;0;0;35;0;0;0;6;6;1;9;1;0;0;12;0;18;1;0;0;0;0
List Ferry Terminal ;06.07.2018;55,01553;8,43990;surface - 1m;Petra Kadel;89;0;0;2;101;0;0;0;16;4;3;2;0;2;0;11;0;70;1;0;0;0;0
List Ferry Terminal ;13.07.2018;55,01553;8,43990;surface - 1m;Petra Kadel;28;0;0;0;30;0;0;0;1;0;1;1;0;0;0;7;0;21;1;0;0;0;0
List Ferry Terminal ;20.07.2018;55,01553;8,43990;surface - 1m;Petra Kadel;54;0;0;0;60;0;0;0;1;3;1;2;0;0;0;1;1;39;1;0;0;0;0
List Ferry Terminal ;27.07.2018;55,01553;8,43990;surface - 1m;Petra Kadel;64;0;0;0;32;0;0;0;1;0;0;0;0;0;0;0;0;16;0;0;0;0;0
List Ferry Terminal ;03.08.2018;55,01553;8,43990;surface - 1m;Petra Kadel;813;0;0;1;34;0;0;0;1;2;0;1;0;5;0;0;0;5;0;1;0;0;0
List Ferry Terminal ;10.08.2018;55,01553;8,43990;surface - 1m;Petra Kadel;26;0;0;1;5;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0
List Ferry Terminal ;17.08.2018;55,01553;8,43990;surface - 1m;Petra Kadel;46;0;0;1;28;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;0
List Ferry Terminal ;24.08.2018;55,01553;8,43990;surface - 1m;Petra Kadel;15;0;0;1;27;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
List Ferry Terminal ;31.08.2018;55,01553;8,43990;surface - 1m;Petra Kadel;46;1;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
List Ferry Terminal ;07.09.2018;55,01553;8,43990;surface - 1m;Petra Kadel;31;1;0;1;32;0;0;0;0;0;1;1;0;0;0;0;0;13;0;0;0;0;0
List Ferry Terminal ;22.09.2018;55,01553;8,43990;surface - 1m;Petra Kadel;80;0;0;0;15;0;0;0;0;0;1;1;1;0;0;0;0;26;1;0;0;0;0
List Ferry Terminal ;28.09.2018;55,01553;8,43990;surface - 1m;Petra Kadel;15;0;0;0;9;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0
List Ferry Terminal ;05.10.2018;55,01553;8,43990;surface - 1m;Petra Kadel;16;0;0;0;30;0;0;0;0;1;0;3;0;0;0;1;0;7;0;0;0;0;0
List Ferry Terminal ;19.10.2018;55,01553;8,43990;surface - 1m;Petra Kadel;36;0;0;0;5;0;0;0;0;1;0;42;0;0;0;0;0;7;1;0;0;0;0
List Ferry Terminal ;31.10.2018;55,01553;8,43990;surface - 1m;Petra Kadel;6;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;6;2;0;0;0;0
List Ferry Terminal ;14.11.2018;55,01553;8,43990;surface - 1m;Petra Kadel;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
List Ferry Terminal ;29.12.2018;55,01553;8,43990;surface - 1m;Petra Kadel;1;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
