;;;;;;Bivalvia ;Obelia;Ctenophora;Cnidaria indet.;Spionidae;Bipinnaria ;Echinopluteus ;Scoloplos ;Nereis;Gastropoda;Crepidula ;Cypris ;Carcinus Zoea ;Carcinus Megalopa ;Pagurus;Lanice ;Magelona ;Appendicularia;Fritillaria;Podon;Evadne;Chaetognatha;Actiniaria 
List Ferry Terminal ;14.06.2013;55,01553;8,43990;surface - 1m;Petra Kadel;70;1;0;0;18;5;53;0;0;94;1;4;1;0;0;2;0;0;1;0;0;0;0
List Ferry Terminal ;17.06.2013;55,01553;8,43990;surface - 1m;Petra Kadel;44;0;0;0;14;1;20;0;0;18;1;0;0;0;0;0;0;0;5;0;0;0;0
List Ferry Terminal ;19.06.2013;55,01553;8,43990;surface - 1m;Petra Kadel;32;0;0;0;3;0;1;0;0;9;1;0;0;0;0;0;0;0;3;0;0;0;0
List Ferry Terminal ;21.06.2013;55,01553;8,43990;surface - 1m;Petra Kadel;90;0;0;0;22;0;1;0;0;35;3;1;0;0;0;2;0;0;1;0;0;0;0
List Ferry Terminal ;24.06.2013;55,01553;8,43990;surface - 1m;Petra Kadel;26;0;0;0;1;0;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;26.06.2013;55,01553;8,43990;surface - 1m;Petra Kadel;26;0;0;0;4;0;1;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;28.06.2013;55,01553;8,43990;surface - 1m;Petra Kadel;7;0;0;0;8;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;01.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;46;0;0;1;73;0;1;0;0;11;1;0;1;1;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;03.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;53;0;0;9;24;1;0;0;0;15;1;1;1;0;0;0;6;0;0;0;0;0;0
List Ferry Terminal ;05.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;20;0;0;0;16;0;0;0;0;5;0;0;0;1;0;1;7;0;0;0;0;0;3
List Ferry Terminal ;08.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;29;0;0;0;9;0;0;0;0;2;0;0;0;0;0;6;1;0;0;0;0;0;0
List Ferry Terminal ;10.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;15;0;0;0;13;0;0;0;0;3;1;0;0;0;0;0;3;0;2;0;0;0;0
List Ferry Terminal ;12.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;16;0;0;1;37;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;15.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;64;0;0;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;17.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;67;1;0;0;87;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
List Ferry Terminal ;19.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;25;0;0;0;21;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;22.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;63;0;0;0;33;0;0;0;0;1;1;0;0;0;0;2;0;0;3;0;0;0;0
List Ferry Terminal ;24.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;50;2;0;0;44;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0
List Ferry Terminal ;26.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;22;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;29.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;159;2;0;0;17;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0;0;0
List Ferry Terminal ;31.07.2013;55,01553;8,43990;surface - 1m;Petra Kadel;320;0;0;0;71;0;0;0;0;1;0;0;0;0;0;0;0;63;0;0;0;0;0
List Ferry Terminal ;02.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;401;0;0;1;76;0;0;0;0;0;2;0;0;1;0;0;0;77;0;0;0;0;0
List Ferry Terminal ;05.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;135;0;0;0;57;0;0;0;0;0;2;0;1;0;0;0;0;21;0;0;0;0;1
List Ferry Terminal ;07.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;77;0;0;0;29;0;0;0;0;1;0;1;0;0;0;0;0;13;3;0;0;0;0
List Ferry Terminal ;09.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;143;0;0;0;44;0;0;0;0;0;0;1;0;0;0;0;0;24;0;0;0;0;0
List Ferry Terminal ;12.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;108;0;0;0;22;0;0;0;0;1;0;0;0;0;0;0;0;14;0;0;0;0;0
List Ferry Terminal ;14.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;337;0;0;0;72;0;0;0;0;1;0;1;0;0;0;0;0;16;0;0;0;6;0
List Ferry Terminal ;16.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;70;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0
List Ferry Terminal ;19.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;101;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
List Ferry Terminal ;21.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;96;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
List Ferry Terminal ;23.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;106;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0
List Ferry Terminal ;26.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;149;0;0;0;38;0;0;0;0;1;0;0;0;0;0;0;0;23;1;0;0;1;0
List Ferry Terminal ;28.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;157;1;0;0;111;0;0;0;0;1;1;2;1;0;0;0;0;76;0;1;0;0;0
List Ferry Terminal ;30.08.2013;55,01553;8,43990;surface - 1m;Petra Kadel;71;0;0;1;50;0;0;0;0;0;0;0;0;0;0;0;0;27;1;1;0;1;0
List Ferry Terminal ;02.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;70;0;0;0;48;0;0;0;0;0;0;1;0;0;0;1;0;14;0;0;0;1;0
List Ferry Terminal ;04.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;76;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1;0
List Ferry Terminal ;06.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;48;0;0;0;64;0;0;1;0;0;2;1;0;0;0;0;0;6;0;0;0;0;0
List Ferry Terminal ;09.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;113;0;0;3;97;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1;0
List Ferry Terminal ;11.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;63;0;0;1;65;0;0;0;0;0;1;0;0;0;0;0;0;7;0;1;0;1;1
List Ferry Terminal ;13.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;49;0;0;0;66;0;0;0;0;0;0;2;0;0;0;0;0;8;0;0;0;0;0
List Ferry Terminal ;16.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;34;0;0;0;54;0;0;0;0;0;1;0;0;0;0;0;0;29;0;0;0;3;0
List Ferry Terminal ;18.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;26;1;0;2;47;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0
List Ferry Terminal ;20.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;35;0;0;2;61;0;0;0;0;0;0;1;0;0;0;0;0;24;0;1;0;0;1
List Ferry Terminal ;23.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;45;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0
List Ferry Terminal ;25.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;25;1;0;0;21;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;2;0
List Ferry Terminal ;27.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;35;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
List Ferry Terminal ;30.09.2013;55,01553;8,43990;surface - 1m;Petra Kadel;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;1;0
List Ferry Terminal ;02.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;30;0;0;0;18;0;0;0;0;1;0;1;1;0;0;0;0;17;0;0;0;0;0
List Ferry Terminal ;04.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;43;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0
List Ferry Terminal ;07.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;31;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0
List Ferry Terminal ;09.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;12;0;0;0;14;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0
List Ferry Terminal ;11.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;53;0;0;0;5;0;0;0;0;0;0;1;0;0;0;2;0;3;0;0;0;0;0
List Ferry Terminal ;14.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;347;0;0;1;62;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;2;0
List Ferry Terminal ;16.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;460;0;0;0;39;0;0;0;0;0;1;2;0;0;0;1;0;16;0;0;0;0;0
List Ferry Terminal ;18.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;186;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0
List Ferry Terminal ;21.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;151;0;0;0;15;0;0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
List Ferry Terminal ;23.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;86;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0
List Ferry Terminal ;25.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;55;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
List Ferry Terminal ;28.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;23;0;0;0;13;0;0;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0
List Ferry Terminal ;30.10.2013;55,01553;8,43990;surface - 1m;Petra Kadel;35;0;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0
List Ferry Terminal ;01.11.2013;55,01553;8,43990;surface - 1m;Petra Kadel;22;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;06.11.2013;55,01553;8,43990;surface - 1m;Petra Kadel;20;0;0;0;6;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0
List Ferry Terminal ;13.11.2013;55,01553;8,43990;surface - 1m;Petra Kadel;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
List Ferry Terminal ;20.11.2013;55,01553;8,43990;surface - 1m;Petra Kadel;7;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;27.11.2013;55,01553;8,43990;surface - 1m;Petra Kadel;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
List Ferry Terminal ;05.12.2013;55,01553;8,43990;surface - 1m;Petra Kadel;8;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;13.12.2013;55,01553;8,43990;surface - 1m;Petra Kadel;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;18.12.2013;55,01553;8,43990;surface - 1m;Petra Kadel;9;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
