Flow;Mean;Q0;Q2.5;Q97.5;Q100
Cil->Poly;0,376126486;6,41787E-07;0,010467269;1,193883599;1,942016313
Cil->Hydro;0,008793362;3,50993E-07;0,000246424;0,027367911;0,040066307
Cil->Ppil;1,76857E-05;9,55998E-09;5,10107E-07;5,89935E-05;0,000122405
Cil->Mlei;6,90583E-05;7,74667E-09;1,82738E-06;0,000229264;0,000435456
Cil->Bcu;6,15232E-06;3,15924E-10;1,60757E-07;2,08803E-05;3,86835E-05
Cil->Poc;27,63498873;0,148842242;0,411352851;35,00091543;35,83163408
Cil->Exp;3,84188956;0,171419671;0,940537961;4,934218937;5,234289047
Cil->Resp;6,020804003;3,958150186;4,076672757;8,508349064;9,145154609
Nsci->Ppil;1,28636E-05;2,68125E-10;3,25814E-07;4,44705E-05;9,92349E-05
Nsci->Mlei;2,6638E-05;4,1102E-09;8,32636E-07;8,13324E-05;0,000125568
Nsci->Bcu;5,4525E-06;5,06483E-10;1,47379E-07;1,84055E-05;3,38884E-05
Nsci->Poc;4,8991E-05;1,39404E-08;2,17598E-06;0,000124114;0,000167037
Nsci->Exp;3,62708E-05;2,15069E-08;1,39743E-06;9,69463E-05;0,000126985
Nsci->Resp;8,6433E-05;3,77455E-05;3,97368E-05;0,000161185;0,000192362
Tun->Hydro;0,005364841;1,55277E-06;0,000203518;0,013546496;0,016474912
Tun->Ppil;1,77998E-05;1,02015E-09;4,63895E-07;5,94048E-05;0,000105142
Tun->Mlei;6,77769E-05;4,76249E-09;1,63968E-06;0,000229623;0,000462602
Tun->Bcu;6,02882E-06;3,88632E-10;1,59368E-07;2,03357E-05;4,17859E-05
Tun->Her;0,000378228;4,93784E-08;1,08022E-05;0,001256334;0,002272803
Tun->Poc;0,008046025;0,001315333;0,002504475;0,012133612;0,013389128
Tun->Exp;0,00859149;7,46712E-07;0,000668436;0,015173889;0,016686602
Tun->Resp;0,001880779;0,001038338;0,001076886;0,002703891;0,002750542
Clado->Hydro;4,64041E-05;3,00213E-08;1,71817E-06;0,000127388;0,000179154
Clado->Ppil;1,37554E-05;1,8778E-10;3,93489E-07;4,79825E-05;8,63207E-05
Clado->Mlei;3,02605E-05;4,94272E-09;8,45313E-07;9,81155E-05;0,000161221
Clado->Bcu;5,67979E-06;4,03219E-10;1,38313E-07;1,95886E-05;0,000036272
Clado->Her;4,33145E-05;1,68317E-08;1,59722E-06;0,000123425;0,00019247
Clado->Poc;4,63239E-05;2,72293E-05;3,33237E-05;6,76206E-05;7,90478E-05
Clado->Exp;4,72821E-05;5,14009E-09;1,86309E-06;0,000127111;0,000205395
Clado->Resp;0,000114087;0,000102444;0,000102845;0,000134723;0,000145552
Cop->Hydro;0,008581865;5,71459E-06;0,000307395;0,02696017;0,044959592
Cop->Ppil;1,81402E-05;3,74679E-09;5,15542E-07;6,19879E-05;0,000118107
Cop->Mlei;7,0399E-05;9,39065E-10;1,88864E-06;0,000235246;0,000400908
Cop->Bcu;6,04151E-06;1,50399E-10;1,7864E-07;2,00152E-05;4,66856E-05
Cop->Her;0,000394865;1,9192E-08;1,11972E-05;0,001285288;0,002145508
Cop->Poc;0,269272294;0,108570567;0,135865079;0,384067895;0,42673814
Cop->Exp;0,66463211;0,518696939;0,552152714;0,79472058;0,865469936
Cop->Resp;0,149916113;0,120120713;0,123111895;0,176024301;0,179108905
Biv->Nsci;3,59454E-05;9,18936E-09;1,03943E-06;0,000115526;0,000182215
Biv->Poly;0,083184448;9,06801E-05;0,004351205;0,196369495;0,263455786
Biv->Hydro;0,008467841;6,02962E-07;0,000273481;0,026669671;0,041307581
Biv->Ppil;1,80243E-05;1,91575E-09;5,94501E-07;5,90826E-05;0,000110058
Biv->Mlei;7,03838E-05;2,15578E-08;1,98071E-06;0,000239638;0,000425783
Biv->Bcu;6,08732E-06;2,53028E-09;1,88251E-07;2,0977E-05;3,99599E-05
Biv->Her;0,000391521;5,63485E-08;1,05729E-05;0,001288121;0,002125326
Biv->Poc;0,068236527;0,004490721;0,031913962;0,112607846;0,133468579
Biv->Exp;0,121026319;0,000068272;0,013977172;0,224527579;0,282427744
Biv->Resp;0,080408728;0,00822238;0,057709818;0,089605279;0,08986868
Gastr->Hydro;0,008635656;0,00000622;0,000251784;0,027449446;0,044659917
Gastr->Ppil;1,76075E-05;2,03387E-09;4,98886E-07;5,79047E-05;0,000102025
Gastr->Mlei;6,87034E-05;1,68767E-08;1,91754E-06;0,00023853;0,000529367
Gastr->Bcu;6,16412E-06;1,9577E-09;1,83515E-07;2,0582E-05;3,99388E-05
Gastr->Her;0,000386037;1,83338E-07;1,22E-05;0,001266291;0,00206915
Gastr->Poc;0,050880257;0,012419011;0,026447953;0,083736179;0,098010469
Gastr->Exp;0,159179798;0,043354612;0,10516544;0,202910155;0,228656423
Gastr->Resp;0,077630112;0,024612876;0,049300959;0,10974544;0,117086352
Poly->Ppil;1,7413E-05;2,73468E-09;4,62289E-07;5,82485E-05;0,000108805
Poly->Mlei;6,98198E-05;3,19347E-08;2,09553E-06;0,00023287;0,000431548
Poly->Bcu;6,1536E-06;3,23793E-10;1,71058E-07;2,07272E-05;3,98178E-05
Poly->Her;0,000392042;1,83421E-08;1,16877E-05;0,001253924;0,002618459
Poly->Poc;0,40047968;0,022782502;0,225997564;0,586893026;0,660974947
Poly->Exp;1,245163568;0,088337063;0,943798507;1,370602173;1,373646607
Poly->Resp;0,728711195;0,060703498;0,425123961;0,97753698;1,064004594
Hydro->Ppil;1,78473E-05;4,29482E-10;4,89819E-07;5,93986E-05;0,00011785
Hydro->Mlei;6,81093E-05;4,76434E-09;2,13087E-06;0,00022946;0,000459033
Hydro->Poc;0,008702324;0,00056419;0,004338094;0,014888261;0,017263364
Hydro->Exp;0,02602914;0,002107165;0,018098014;0,029442188;0,029602541
Hydro->Resp;0,013570662;0,001328749;0,007911087;0,020341569;0,023468011
Ppil->Bcu;5,70098E-06;3,06921E-09;1,69878E-07;1,94629E-05;4,13559E-05
Ppil->Poc;5,44901E-05;1,90355E-08;1,7757E-06;0,000140007;0,000173672
Ppil->Exp;5,39958E-05;1,19492E-09;1,96033E-06;0,000140136;0,000176889
Ppil->Resp;5,47022E-05;3,20701E-08;2,16855E-06;0,000141244;0,000170989
Mlei->Bcu;5,94841E-06;2,43332E-09;1,88292E-07;2,03891E-05;4,62089E-05
Mlei->Poc;0,000224365;1,66642E-09;9,62397E-06;0,000575552;0,000699095
Mlei->Exp;0,000226736;1,16103E-08;8,49263E-06;0,000569366;0,000709603
Mlei->Resp;0,000223278;4,62878E-08;8,22151E-06;0,000569346;0,000721333
Bcu->Poc;2,1701E-05;2,67892E-10;6,90474E-07;5,55327E-05;7,01964E-05
Bcu->Exp;2,17097E-05;6,039E-10;8,27725E-07;5,60488E-05;6,87814E-05
Bcu->Resp;2,20873E-05;2,33667E-09;8,7627E-07;5,57379E-05;6,73172E-05
Her->Poc;0,00039299;0,000121962;0,000177472;0,000715224;0,00085778
Her->Exp;0,001466055;0,000918381;0,001174755;0,001589905;0,001593731
Her->Resp;0,000910758;0,000698835;0,000708091;0,00122492;0,0013657
Bac->Cil;2,022269205;1,37168E-05;0,03109583;7,937312122;9,947109934
Bac->Tun;0,004070084;3,80118E-06;0,000130395;0,012933046;0,023167484
Bac->Biv;0,003525915;4,2747E-06;0,000168456;0,007569413;0,008745231
Bac->Poc;1,146364004;0,008040663;0,132366375;3,384382911;4,380437936
Bac->Exp;1,551413609;2,78522E-05;0,070654368;3,146050464;5,827942299
Bac->Resp;7,163873062;0,085107194;2,244327252;12,51376193;13,94349477
Doc->Bac;11,89151588;0,124103571;3,392396179;23,0982039;27,329724
Poc->Cil;4,775307664;3,08774E-05;0,014541061;19,27468902;19,46561235
Poc->Nsci;7,26663E-05;4,87878E-06;1,95649E-05;0,000141875;0,000189796
Poc->Tun;0,004003437;6,90536E-08;0,000110858;0,012772069;0,023210124
Poc->Clado;6,9175E-05;3,17359E-10;2,02646E-06;0,000208566;0,000288848
Poc->Cop;0,011996858;1,86239E-06;0,000354593;0,036468586;0,054876491
Poc->Biv;0,034846036;8,93366E-06;0,001449241;0,083504278;0,100390406
Poc->Gastr;0,048896916;3,74785E-05;0,001269303;0,162132166;0,280861317
Poc->Poly;0,104003959;1,30335E-05;0,00336627;0,31595656;0,566472505
Poc->Exp;566,2642148;545,7665653;545,784573;667,6002238;674,9280531
Imp->Dia;319,2300382;295,5064573;297,5328118;366,5773103;366,8800949
Imp->Phae;21,98069083;18,51921707;20,6653299;22,6028283;22,62291604
Imp->Cil;3,831136872;6,16229E-05;0,089376176;11,7247662;14,92725185
Imp->Nsci;3,55033E-05;2,0561E-09;8,56485E-07;0,000115856;0,000197737
Imp->Tun;0,0040869;1,4263E-06;9,47401E-05;0,01288851;0,022959341
Imp->Clado;6,88989E-05;8,35984E-09;1,83534E-06;0,00020558;0,000313426
Imp->Cop;0,11798928;1,32309E-05;0,005777484;0,233610903;0,265565558
Imp->Biv;0,128362805;8,07869E-05;0,006336484;0,315063124;0,39256508
Imp->Gastr;0,069332745;2,39515E-06;0,00240853;0,209015069;0,311141009
Imp->Poly;0,873348009;9,30652E-05;0,03108493;2,238841336;2,580831736
Imp->Hydro;0,008498113;4,30153E-06;0,000233283;0,026476578;0,047062556
Imp->Ppil;1,77522E-05;3,7044E-09;4,81733E-07;5,8311E-05;0,000107158
Imp->Mlei;6,96878E-05;6,82468E-09;2,14001E-06;0,000238522;0,000424506
Imp->Bcu;6,08858E-06;6,39658E-10;1,67919E-07;2,06545E-05;3,82305E-05
Imp->Her;0,000393391;2,16626E-07;1,05387E-05;0,001270819;0,00219194
Imp->Doc;0,391979014;0,00014904;0,017397761;0,933818935;1,189190126
Imp->Poc;503,7483013;467,3260779;470,1104183;545,8705369;546,6566772
Doc->Exp;24,83386647;9,666224852;10,9248881;43,337003;48,35945261
