Flow;Mean;Q0;Q2.5;Q97.5;Q100
Poly->Poc;1,495024327;0,119980838;0,449407115;2,353831669;2,495153733
Poly->Exp;4,301143963;0,268904231;1,450802627;4,936957292;5,053773835
Poly->Resp;2,608897438;0,187609243;0,612324503;3,7069805;3,954007928
Hydro->Ppil;0,000352967;3,96342E-08;1,11554E-05;0,001198994;0,00225704
Hydro->Mlei;0,000880318;0,000102295;0,000201602;0,001713087;0,001889312
Hydro->Poc;0,012550471;0,002864117;0,006359006;0,021119088;0,024315405
Hydro->Exp;0,035843129;0,013918677;0,025729827;0,040239727;0,040915308
Hydro->Resp;0,019331367;0,006112395;0,011654164;0,028575874;0,032268349
Ppil->Bcu;8,14172E-05;2,85864E-08;2,33463E-06;0,000276298;0,000581755
Ppil->Poc;0,00064177;0,00004107;0,000334541;0,001044343;0,001189669
Ppil->Exp;0,001776013;7,60274E-05;0,001359464;0,00198358;0,002008743
Ppil->Resp;0,000994616;9,14768E-05;0,000625148;0,001432256;0,001577972
Mlei->Bcu;8,16495E-05;6,96026E-10;2,31188E-06;0,000274555;0,000556267
Mlei->Poc;0,00320243;0,000163434;0,001688289;0,005168892;0,005818789
Mlei->Exp;0,009088869;0,000590724;0,00733942;0,009804702;0,009862231
Mlei->Resp;0,004943341;0,000433604;0,003162696;0,007033534;0,007817995
Bcu->Poc;0,00030661;1,63708E-08;1,04653E-05;0,000786393;0,000952974
Bcu->Exp;0,000303725;1,00308E-07;1,09143E-05;0,000776256;0,00096625
Bcu->Resp;0,000298753;7,15604E-08;9,5592E-06;0,000773004;0,000952305
Her->Poc;0,126143061;0,013161385;0,043323176;0,22424637;0,264689627
Her->Exp;0,305148262;0,083975481;0,250722063;0,327361469;0,327997093
Her->Resp;0,140854469;0,052496055;0,059232276;0,236750032;0,279286925
Bac->Cil;0,570656308;4,43478E-05;0,018345346;1,683682755;3,074111228
Bac->Tun;0,490490887;0,000214391;0,015066683;1,577222409;2,386110698
Bac->Biv;0,010521027;3,18766E-06;0,000540331;0,022266808;0,024650375
Bac->Poc;0,749098436;0,003845537;0,045161837;2,140207003;2,608078263
Bac->Exp;1,269133534;0,000549919;0,049699513;4,497191491;5,194731807
Bac->Resp;3,040538555;0,029033462;0,308198772;8,335825415;12,61165536
Doc->Bac;6,130438747;0,093254276;0,619337339;12,10819551;15,08916815
Poc->Cil;0,436071634;5,00287E-05;0,010099619;2,644476813;3,342721589
Poc->Nsci;12,2893813;0,31533887;2,63550096;32,05465448;32,96983067
Poc->Tun;0,401796818;3,09158E-05;0,009336698;1,779999425;3,096427907
Poc->Clado;0,016492464;4,92583E-06;0,000471091;0,0500552;0,077733907
Poc->Cop;0,303701523;0,000255946;0,018707628;0,895762388;1,399243529
Poc->Biv;0,092914618;4,89228E-05;0,00336565;0,230743601;0,287264618
Poc->Gastr;0,087501707;6,96388E-07;0,002782464;0,274141532;0,753284584
Poc->Poly;0,328976163;1,91841E-05;0,008310129;1,212407928;2,12698822
Poc->Exp;393,1747444;364,042529;364,0582033;544,8665645;551,8726347
Imp->Dia;100,6743027;72,89499957;76,09868581;136,9266062;137,0715233
Imp->Phae;52,27539426;30,3057128;32,68356698;63,11378429;63,20305329
Imp->Cil;1,20327683;0,000132151;0,03279606;3,96567917;5,69231253
Imp->Nsci;84,25237221;0,005976297;0,543060192;123,0764288;126,2758982
Imp->Tun;0,779513211;0,000294433;0,014318142;3,320920953;4,163002561
Imp->Clado;0,016686474;4,70199E-06;0,000485109;0,051184583;0,074026008
Imp->Cop;0,172220871;5,42288E-05;0,008411604;0,405193547;0,472686584
Imp->Biv;0,311143607;6,42269E-06;0,012967321;0,823699651;1,150574303
Imp->Gastr;0,236708439;0,000135674;0,006720983;0,64401427;0,836845695
Imp->Poly;1,337904969;0,000973775;0,051756246;3,484474499;4,69624617
Imp->Hydro;0,010040395;4,77017E-06;0,000295939;0,033315508;0,054125617
Imp->Ppil;0,000348637;3,91082E-08;1,02931E-05;0,001186698;0,001968448
Imp->Mlei;0,001584743;3,37328E-07;6,76427E-05;0,004114146;0,005680825
Imp->Bcu;8,34099E-05;3,50419E-08;2,31475E-06;0,000283565;0,000526048
Imp->Her;0,097227627;0,0003355;0,010113217;0,208348411;0,311665726
Imp->Doc;5,878857853;0,00254254;0,223730845;13,94923933;16,18129901
Imp->Poc;299,6975827;240,1440389;241,0283582;370,4915378;371,5716001
Doc->Exp;24,03449838;5,244384605;7,296661862;51,81774528;59,14650014
