Flow;Mean;Q0;Q2.5;Q97.5;Q100
Biv->Poly;0,014788548;1,34787E-06;0,000735396;0,036591818;0,054138822
Biv->Hydro;0,003438149;2,22617E-09;9,49448E-05;0,010924137;0,020479013
Biv->Ppil;0,000465812;5,4633E-08;1,36275E-05;0,001532873;0,003254947
Biv->Mlei;0,000678291;0,000271953;0,000434666;0,000924765;0,001098257
Biv->Bcu;0,000337365;3,89779E-08;9,90905E-06;0,001105599;0,002029156
Biv->Her;2,85608E-06;1,68801E-06;1,97223E-06;3,93382E-06;4,56591E-06
Biv->Poc;0,020010739;0,001307761;0,009936285;0,033289595;0,03869426
Biv->Exp;0,026011685;6,56372E-06;0,00175168;0,056901542;0,07958669
Biv->Resp;0,023805265;0,002237688;0,018249388;0,026497925;0,026586324
Gastr->Hydro;0,000762869;6,08863E-09;3,22212E-05;0,0019091;0,002619649
Gastr->Ppil;0,000356309;2,35892E-08;1,18401E-05;0,001154748;0,002152454
Gastr->Mlei;7,7254E-05;3,01971E-05;4,93075E-05;0,000106174;0,000133291
Gastr->Bcu;0,000272491;7,99304E-09;7,79004E-06;0,000913003;0,0018605
Gastr->Her;2,85608E-06;1,68801E-06;1,97223E-06;3,93383E-06;4,56591E-06
Gastr->Poc;0,000670965;5,35399E-05;0,000374944;0,001125615;0,001317665
Gastr->Exp;0,000857321;8,95544E-08;3,92354E-05;0,002005514;0,00288811
Gastr->Resp;0,001066283;0,000104749;0,000699351;0,001503922;0,001589639
Poly->Ppil;0,000481995;3,42193E-08;1,36645E-05;0,001583196;0,003102591
Poly->Mlei;0,000439743;3,38017E-07;1,84533E-05;0,001187471;0,001941969
Poly->Bcu;0,000339758;2,60912E-08;8,89358E-06;0,00115238;0,002171031
Poly->Her;0,000557761;1,36635E-07;2,22642E-05;0,001236019;0,001624759
Poly->Poc;0,269536322;0,122038647;0,171777787;0,411447385;0,436359188
Poly->Exp;0,839531896;0,630158956;0,739862125;0,873802248;0,875878208
Poly->Resp;0,521018584;0,251106872;0,369755681;0,669536189;0,699417239
Hydro->Ppil;0,000465684;2,92772E-08;1,1377E-05;0,001563811;0,00266534
Hydro->Mlei;7,56365E-06;1,89922E-06;3,56016E-06;1,59327E-05;2,72913E-05
Hydro->Poc;0,003626932;0,000206695;0,001940863;0,006116383;0,00714077
Hydro->Exp;0,011733223;0,000568877;0,007653634;0,015082789;0,016467974
Hydro->Resp;0,005734344;0,000532514;0,003532364;0,008414017;0,009613032
Ppil->Bcu;0,000340429;1,17118E-07;9,44447E-06;0,001153787;0,002149072
Ppil->Poc;0,000696809;0,000248973;0,000403237;0,001151805;0,001343994
Ppil->Exp;0,002033029;0,000109908;0,001073449;0,002747815;0,003081164
Ppil->Resp;0,001117961;0,000398181;0,00075671;0,001596281;0,001792282
Mlei->Bcu;0,000341896;1,11091E-09;9,694E-06;0,001151499;0,00202122
Mlei->Poc;0,000724953;0,000249947;0,000364747;0,001295225;0,001790378
Mlei->Exp;0,002126708;3,34248E-05;0,000936209;0,003283829;0,004762335
Mlei->Resp;0,001161682;0,000405398;0,000665115;0,00182146;0,002619359
Bcu->Poc;0,00055604;0,000186176;0,000327939;0,000919121;0,001054816
Bcu->Exp;0,001900582;0,000922779;0,001451223;0,002324721;0,00250683
Bcu->Resp;0,000891939;0,000375196;0,000616051;0,001266032;0,001421016
Her->Poc;0,000369453;0,000114982;0,000152601;0,000855325;0,001509588
Her->Exp;0,001582961;0,000844848;0,00102546;0,002223595;0,002286597
Her->Resp;0,000903666;0,000724353;0,000729303;0,00133452;0,001726251
Bac->Cil;0,436146425;1,17546E-05;0,00161074;2,159099284;2,657425714
Bac->Tun;0,048613879;7,51129E-06;0,001049421;0,380772112;0,711832053
Bac->Biv;0,001062298;2,54675E-08;5,55713E-05;0,002216317;0,002592263
Bac->Poc;0,621857414;0,05541019;0,099908135;2,849068796;3,055519658
Bac->Exp;1,636896529;0,000173565;0,053291184;7,589461685;7,636103823
Bac->Resp;12,83246448;4,873605763;5,140706812;18,56951062;18,64865199
Doc->Bac;15,57704103;7,527708725;7,638879452;20,09590637;20,21169691
Poc->Cil;0,271818383;3,80919E-07;0,002150689;1,996101757;2,585084315
Poc->Nsci;10,65836634;0,001274257;0,063888335;35,40809399;35,6375456
Poc->Tun;0,194581752;1,18014E-05;0,002007152;0,766199199;0,988504576
Poc->Clado;1,94066E-06;1,32652E-10;6,02729E-08;5,83663E-06;8,66482E-06
Poc->Cop;0,03241938;2,18904E-06;0,000971495;0,092295652;0,163224168
Poc->Biv;0,011202285;6,83143E-07;0,000599183;0,024590064;0,03053882
Poc->Gastr;0,00081213;1,71837E-08;2,49567E-05;0,002463213;0,003665959
Poc->Poly;0,169050855;0,00001178;0,001942704;0,713418812;0,942107326
Poc->Exp;556,9868911;538,2340556;538,2414739;666,9810787;668,7989569
Imp->Dia;64,34942141;56,85979224;56,97979678;71,0909823;71,09913116
Imp->Phae;41,48762624;29,44683813;29,67887029;43,56580217;43,57032168
Imp->Cil;0,438325563;1,91726E-05;0,003310507;2,451470564;2,715011034
Imp->Nsci;104,526389;0,565497031;0,775553909;141,0251926;141,1345105
Imp->Tun;0,04682828;1,59005E-05;0,001217655;0,1761215;0,6866793
Imp->Clado;1,95384E-06;5,11419E-10;5,91651E-08;5,91104E-06;8,93511E-06
Imp->Cop;0,038904925;0,000056427;0,005504968;0,078780613;0,118648348
Imp->Biv;0,031867444;1,09875E-05;0,001933616;0,081364857;0,113489053
Imp->Gastr;0,000820283;2,59873E-07;2,54983E-05;0,002460759;0,003923907
Imp->Poly;0,169215522;1,01812E-05;0,002501532;0,711440237;0,835745598
Imp->Hydro;0,003752032;1,75237E-07;0,0001081;0,01217314;0,020984437
Imp->Ppil;0,000473257;3,52485E-08;1,16228E-05;0,001546441;0,002927426
Imp->Mlei;0,00043504;1,5565E-07;1,5961E-05;0,001181474;0,001821307
Imp->Bcu;0,000338465;2,78347E-08;1,02178E-05;0,001136983;0,002575192
Imp->Her;0,000553254;9,90634E-09;2,69142E-05;0,001238848;0,001654667
Imp->Doc;16,16293955;0,501068683;0,626538061;34,01331552;34,11221742
Imp->Poc;479,2579978;407,8989897;409,2196649;551,3146723;553,7902267
Doc->Exp;18,71752506;6,205342791;6,280255822;55,36748245;55,68687623
