Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);C. harengus TL [mm];C. harengus [#];Sex;Sal (PSU);Temp [Â°C] (at surface);Comment;# number before extrapolation
Sylt-4 trawl 6;54,9865;8,4397;54,9972;8,43;9,4;7,1;2012-06-11T14:07;2012-06-11T14:22;Benthic;660;153;70;;;30,2;14;;4
Sylt-4 trawl 6;54,9865;8,4397;54,9972;8,43;9,4;7,1;2012-06-11T14:07;2012-06-11T14:22;Benthic;660;153;75;;;30,2;14;;2
Sylt-4 trawl 6;54,9865;8,4397;54,9972;8,43;9,4;7,1;2012-06-11T14:07;2012-06-11T14:22;Benthic;660;153;80;;;30,2;14;;1
Sylt-4 trawl 6;54,9865;8,4397;54,9972;8,43;9,4;7,1;2012-06-11T14:07;2012-06-11T14:22;Benthic;;;110;1;;30,2;14;;
Sylt-4 trawl 6;54,9865;8,4397;54,9972;8,43;9,4;7,1;2012-06-11T14:07;2012-06-11T14:22;Benthic;;;130;1;;30,2;14;;
Sylt-1 trawl 6;55,0558;8,4395;55,0478;8,4635;7;14,6;2012-06-11T11:45;2012-06-11T12:00;Pelagic;;;60;2;;30,9;13,7;;
Sylt-1 trawl 6;55,0558;8,4395;55,0478;8,4635;7;14,6;2012-06-11T11:45;2012-06-11T12:00;Pelagic;;;65;5;;30,9;13,7;;
Sylt-1 trawl 6;55,0558;8,4395;55,0478;8,4635;7;14,6;2012-06-11T11:45;2012-06-11T12:00;Pelagic;;;70;3;;30,9;13,7;;
Sylt-1 trawl 6;55,0558;8,4395;55,0478;8,4635;7;14,6;2012-06-11T11:45;2012-06-11T12:00;Pelagic;;;80;1;;30,9;13,7;;
Sylt-2 trawl 6;55,0307;8,4644;55,0172;8,4498;9,7;8,8;2012-06-11T12:21;2012-06-11T12:36;Pelagic;2580;200;50;1857,6;;30,2;13,9;;1
Sylt-2 trawl 6;55,0307;8,4644;55,0172;8,4498;9,7;8,8;2012-06-11T12:21;2012-06-11T12:36;Pelagic;2580;200;55;;;30,2;13,9;;7
Sylt-2 trawl 6;55,0307;8,4644;55,0172;8,4498;9,7;8,8;2012-06-11T12:21;2012-06-11T12:36;Pelagic;2580;200;60;;;30,2;13,9;;76
Sylt-2 trawl 6;55,0307;8,4644;55,0172;8,4498;9,7;8,8;2012-06-11T12:21;2012-06-11T12:36;Pelagic;2580;200;65;;;30,2;13,9;;48
Sylt-2 trawl 6;55,0307;8,4644;55,0172;8,4498;9,7;8,8;2012-06-11T12:21;2012-06-11T12:36;Pelagic;2580;200;70;;;30,2;13,9;;12
Sylt-4 trawl 6;55,0008;8,4315;54,9925;8,4365;4,2;9,2;2012-06-11T13:40;2012-06-11T13:55;Pelagic;600;72;50;525;;30,2;14;;8
Sylt-4 trawl 6;55,0008;8,4315;54,9925;8,4365;4,2;9,2;2012-06-11T13:40;2012-06-11T13:55;Pelagic;600;72;55;;;30,2;14;;21
Sylt-4 trawl 6;55,0008;8,4315;54,9925;8,4365;4,2;9,2;2012-06-11T13:40;2012-06-11T13:55;Pelagic;600;72;60;;;30,2;14;;26
Sylt-4 trawl 6;55,0008;8,4315;54,9925;8,4365;4,2;9,2;2012-06-11T13:40;2012-06-11T13:55;Pelagic;600;72;65;;;30,2;14;;7
Sylt-4 trawl 6;55,0008;8,4315;54,9925;8,4365;4,2;9,2;2012-06-11T13:40;2012-06-11T13:55;Pelagic;600;72;70;;;30,2;14;;1
Sylt-5 trawl 6;54,9987;8,4278;54,9925;8,426;5,4;2,1;2012-06-12T08:10;2012-06-12T08:25;Benthic;3722;386;60;2150,274611;;30,3;13,8;;50
Sylt-5 trawl 6;54,9987;8,4278;54,9925;8,426;5,4;2,1;2012-06-12T08:10;2012-06-12T08:25;Benthic;3722;386;65;;;30,3;13,8;;100
Sylt-5 trawl 6;54,9987;8,4278;54,9925;8,426;5,4;2,1;2012-06-12T08:10;2012-06-12T08:25;Benthic;3722;386;70;;;30,3;13,8;;70
Sylt-5 trawl 6;54,9987;8,4278;54,9925;8,426;5,4;2,1;2012-06-12T08:10;2012-06-12T08:25;Benthic;3722;386;75;;;30,3;13,8;;1
Sylt-5 trawl 6;54,9987;8,4278;54,9925;8,426;5,4;2,1;2012-06-12T08:10;2012-06-12T08:25;Benthic;3722;386;80;;;30,3;13,8;;1
Sylt-5 trawl 6;54,9987;8,4278;54,9925;8,426;5,4;2,1;2012-06-12T08:10;2012-06-12T08:25;Benthic;3722;386;110;;;30,3;13,8;;1
Sylt-6 trawl 6;54,9323;8,3952;54,9407;8,4058;6,4;7,1;2012-06-12T09:15;2012-06-12T09:30;Benthic;3400;135;50;2871,111111;;30,3;14,6;;11
Sylt-6 trawl 6;54,9323;8,3952;54,9407;8,4058;6,4;7,1;2012-06-12T09:15;2012-06-12T09:30;Benthic;3400;135;55;;;30,3;14,6;;33
Sylt-6 trawl 6;54,9323;8,3952;54,9407;8,4058;6,4;7,1;2012-06-12T09:15;2012-06-12T09:30;Benthic;3400;135;60;;;30,3;14,6;;58
Sylt-6 trawl 6;54,9323;8,3952;54,9407;8,4058;6,4;7,1;2012-06-12T09:15;2012-06-12T09:30;Benthic;3400;135;65;;;30,3;14,6;;9
Sylt-6 trawl 6;54,9323;8,3952;54,9407;8,4058;6,4;7,1;2012-06-12T09:15;2012-06-12T09:30;Benthic;3400;135;70;;;30,3;14,6;;2
Sylt-6 trawl 6;54,9323;8,3952;54,9407;8,4058;6,4;7,1;2012-06-12T09:15;2012-06-12T09:30;Benthic;3400;135;90;;;30,3;14,6;;1
Sylt-7 trawl 6;54,9408;8,3998;54,9482;8,4163;3,1;3;2012-06-12T08:51;2012-06-12T09:06;Benthic;26100;80;50;19575;;30,3;14,6;;3
Sylt-7 trawl 6;54,9408;8,3998;54,9482;8,4163;3,1;3;2012-06-12T08:51;2012-06-12T09:06;Benthic;26100;80;55;;;30,3;14,6;;16
Sylt-7 trawl 6;54,9408;8,3998;54,9482;8,4163;3,1;3;2012-06-12T08:51;2012-06-12T09:06;Benthic;26100;80;60;;;30,3;14,6;;41
Sylt-7 trawl 6;54,9408;8,3998;54,9482;8,4163;3,1;3;2012-06-12T08:51;2012-06-12T09:06;Benthic;26100;80;65;7;;30,3;14,6;;
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;60;146,0151515;;30,7;13,5;;1
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;65;;;30,7;13,5;;1
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;70;;;30,7;13,5;;35
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;75;;;30,7;13,5;;3
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;80;;;30,7;13,5;;2
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;90;;;30,7;13,5;;1
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;110;;;30,7;13,5;;1
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;120;;;30,7;13,5;;1
Sylt-8 trawl 2;55,0653;8,3613;55,0702;8,3428;6,4;11,6;2012-06-12T10:07;2012-06-12T10:22;Benthic;419;132;135;;;30,7;13,5;;1
Sylt-9 trawl 2;54,9972;8,4948;54,9884;8,5105;4,9;6,7;2012-06-12T11:13;2012-06-12T11:28;Benthic;;;110;1;;30,1;14,1;;
Sylt-9 trawl 2;54,9972;8,4948;54,9884;8,5105;4,9;6,7;2012-06-12T11:13;2012-06-12T11:28;Benthic;;;145;1;;30,1;14,1;;
Sylt-9 trawl 2;54,9972;8,4948;54,9884;8,5105;4,9;6,7;2012-06-12T11:13;2012-06-12T11:28;Benthic;440;;;;;30,1;14,1;decayed, not measured;
Sylt-8 trawl 2;55,0652;8,3593;55,0713;8,3347;8,4;11,8;2012-06-12T10:40;2012-06-12T10:55;Pelagic;50;;70;17;;30,7;13,5;;
Sylt-8 trawl 2;55,0652;8,3593;55,0713;8,3347;8,4;11,8;2012-06-12T10:40;2012-06-12T10:55;Pelagic;50;;75;3;;30,7;13,5;;
Sylt-8 trawl 2;55,0652;8,3593;55,0713;8,3347;8,4;11,8;2012-06-12T10:40;2012-06-12T10:55;Pelagic;50;;80;2;;30,7;13,5;;
Sylt-3 trawl 7;55,0289;8,4608;55,0289;8,4608;2,2;2,6;2012-07-16T09:19;2012-07-16T09:34;Benthic;;;85;1;;29,9;17,1;;
Sylt-4 trawl 7;54,9865;8,4397;54,9972;8,43;7,5;11,6;2012-07-16T12:56;2012-07-16T13:11;Benthic;3440;304;80;893,9473684;;29,8;17,4;;23
Sylt-4 trawl 7;54,9865;8,4397;54,9972;8,43;7,5;11,6;2012-07-16T12:56;2012-07-16T13:11;Benthic;3440;304;85;;;29,8;17,4;;26
Sylt-4 trawl 7;54,9865;8,4397;54,9972;8,43;7,5;11,6;2012-07-16T12:56;2012-07-16T13:11;Benthic;3440;304;90;;;29,8;17,4;;30
Sylt-5 trawl 7;54,9987;8,4278;54,9925;8,426;4,3;2;2012-07-16T08:51;2012-07-16T09:06;Benthic;;;70;4;;29,8;17,2;;
Sylt-5 trawl 7;54,9987;8,4278;54,9925;8,426;4,3;2;2012-07-16T08:51;2012-07-16T09:06;Benthic;;;75;5;;29,8;17,2;;
Sylt-5 trawl 7;54,9987;8,4278;54,9925;8,426;4,3;2;2012-07-16T08:51;2012-07-16T09:06;Benthic;;;80;47;;29,8;17,2;;
Sylt-5 trawl 7;54,9987;8,4278;54,9925;8,426;4,3;2;2012-07-16T08:51;2012-07-16T09:06;Benthic;;;85;18;;29,8;17,2;;
Sylt-5 trawl 7;54,9987;8,4278;54,9925;8,426;4,3;2;2012-07-16T08:51;2012-07-16T09:06;Benthic;;;90;7;;29,8;17,2;;
Sylt-5 trawl 7;54,9987;8,4278;54,9925;8,426;4,3;2;2012-07-16T08:51;2012-07-16T09:06;Benthic;;;95;3;;29,8;17,2;;
Sylt-5 trawl 7;54,9987;8,4278;54,9925;8,426;4,3;2;2012-07-16T08:51;2012-07-16T09:06;Benthic;;;100;1;;29,8;17,2;;
Sylt-6 trawl 7;54,9323;8,3952;54,9407;8,4058;5,2;5,5;2012-07-17T10:44;2012-07-17T10:59;Benthic;7200;157;70;2247,133758;;29,9;16,8;;6
Sylt-6 trawl 7;54,9323;8,3952;54,9407;8,4058;5,2;5,5;2012-07-17T10:44;2012-07-17T10:59;Benthic;7200;157;75;;;29,9;16,8;;12
Sylt-6 trawl 7;54,9323;8,3952;54,9407;8,4058;5,2;5,5;2012-07-17T10:44;2012-07-17T10:59;Benthic;7200;157;80;;;29,9;16,8;;12
Sylt-6 trawl 7;54,9323;8,3952;54,9407;8,4058;5,2;5,5;2012-07-17T10:44;2012-07-17T10:59;Benthic;7200;157;85;;;29,9;16,8;;11
Sylt-6 trawl 7;54,9323;8,3952;54,9407;8,4058;5,2;5,5;2012-07-17T10:44;2012-07-17T10:59;Benthic;7200;157;90;;;29,9;16,8;;7
Sylt-6 trawl 7;54,9323;8,3952;54,9407;8,4058;5,2;5,5;2012-07-17T10:44;2012-07-17T10:59;Benthic;7200;157;95;;;29,9;16,8;;1
Sylt-7 trawl 7;54,9408;8,3998;54,9482;8,4163;2,9;1,5;2012-07-17T09:42;2012-07-17T09:57;Benthic;1400;130;70;430,7692308;;29,8;16,8;;1
Sylt-7 trawl 7;54,9408;8,3998;54,9482;8,4163;2,9;1,5;2012-07-17T09:42;2012-07-17T09:57;Benthic;1400;130;75;;;29,8;16,8;;12
Sylt-7 trawl 7;54,9408;8,3998;54,9482;8,4163;2,9;1,5;2012-07-17T09:42;2012-07-17T09:57;Benthic;1400;130;80;;;29,8;16,8;;14
Sylt-7 trawl 7;54,9408;8,3998;54,9482;8,4163;2,9;1,5;2012-07-17T09:42;2012-07-17T09:57;Benthic;1400;130;85;;;29,8;16,8;;7
Sylt-7 trawl 7;54,9408;8,3998;54,9482;8,4163;2,9;1,5;2012-07-17T09:42;2012-07-17T09:57;Benthic;1400;130;90;;;29,8;16,8;;4
Sylt-7 trawl 7;54,9408;8,3998;54,9482;8,4163;2,9;1,5;2012-07-17T09:42;2012-07-17T09:57;Benthic;1400;130;100;;;29,8;16,8;;2
Sylt-6 trawl 7;54,9317;8,3948;54,944;8,4145;2,5;5,5;2012-07-17T10:11;2012-07-17T10:26;Pelagic;5000;130;70;1961,538462;;29,9;16,8;;10
Sylt-6 trawl 7;54,9317;8,3948;54,944;8,4145;2,5;5,5;2012-07-17T10:11;2012-07-17T10:26;Pelagic;5000;130;75;;;29,9;16,8;;19
Sylt-6 trawl 7;54,9317;8,3948;54,944;8,4145;2,5;5,5;2012-07-17T10:11;2012-07-17T10:26;Pelagic;5000;130;80;;;29,9;16,8;;19
Sylt-6 trawl 7;54,9317;8,3948;54,944;8,4145;2,5;5,5;2012-07-17T10:11;2012-07-17T10:26;Pelagic;5000;130;90;;;29,9;16,8;;3
Sylt-1 trawl 8;55,0555;8,4384;55,0512;8,4534;13,7;9,8;2012-08-20T09:37;2012-08-20T09:52;Benthic;;;95;2;;29,2;20,4;;
Sylt-1 trawl 8;55,0555;8,4384;55,0512;8,4534;13,7;9,8;2012-08-20T09:37;2012-08-20T09:52;Benthic;;;100;18;;29,2;20,4;;
Sylt-1 trawl 8;55,0555;8,4384;55,0512;8,4534;13,7;9,8;2012-08-20T09:37;2012-08-20T09:52;Benthic;;;105;2;;29,2;20,4;;
Sylt-1 trawl 8;55,0555;8,4384;55,0512;8,4534;13,7;9,8;2012-08-20T09:37;2012-08-20T09:52;Benthic;;;110;1;;29,2;20,4;;
Sylt-4 trawl 8;54,9865;8,4397;54,9972;8,43;5,4;9,7;2012-08-20T11:17;2012-08-20T11:32;Benthic;75000;305;80;13524,59016;;29,3;21,4;;1
Sylt-4 trawl 8;54,9865;8,4397;54,9972;8,43;5,4;9,7;2012-08-20T11:17;2012-08-20T11:32;Benthic;75000;305;85;;;29,3;21,4;;3
Sylt-4 trawl 8;54,9865;8,4397;54,9972;8,43;5,4;9,7;2012-08-20T11:17;2012-08-20T11:32;Benthic;75000;305;90;;;29,3;21,4;;24
Sylt-4 trawl 8;54,9865;8,4397;54,9972;8,43;5,4;9,7;2012-08-20T11:17;2012-08-20T11:32;Benthic;75000;305;95;;;29,3;21,4;;16
Sylt-4 trawl 8;54,9865;8,4397;54,9972;8,43;5,4;9,7;2012-08-20T11:17;2012-08-20T11:32;Benthic;75000;305;100;;;29,3;21,4;;5
Sylt-4 trawl 8;54,9865;8,4397;54,9972;8,43;5,4;9,7;2012-08-20T11:17;2012-08-20T11:32;Benthic;75000;305;105;;;29,3;21,4;;3
Sylt-4 trawl 8;54,9865;8,4397;54,9972;8,43;5,4;9,7;2012-08-20T11:17;2012-08-20T11:32;Benthic;75000;305;110;;;29,3;21,4;;3
Sylt-4 trawl 8;55,0008;8,4315;54,9925;8,4365;7,1;8,8;2012-08-20T11:55;2012-08-20T12:10;Pelagic;;;85;2;;29,3;21,4;;
Sylt-4 trawl 8;55,0008;8,4315;54,9925;8,4365;7,1;8,8;2012-08-20T11:55;2012-08-20T12:10;Pelagic;;;90;27;;29,3;21,4;;
Sylt-4 trawl 8;55,0008;8,4315;54,9925;8,4365;7,1;8,8;2012-08-20T11:55;2012-08-20T12:10;Pelagic;;;95;8;;29,3;21,4;;
Sylt-4 trawl 8;55,0008;8,4315;54,9925;8,4365;7,1;8,8;2012-08-20T11:55;2012-08-20T12:10;Pelagic;;;100;11;;29,3;21,4;;
Sylt-4 trawl 8;55,0008;8,4315;54,9925;8,4365;7,1;8,8;2012-08-20T11:55;2012-08-20T12:10;Pelagic;;;105;3;;29,3;21,4;;
Sylt-2 trawl 8;55,036;8,4688;55,0316;8,4633;5,9;10,3;2012-08-21T12:52;2012-08-21T13:12;Benthic;;;85;1;;29,3;21,1;;
Sylt-2 trawl 8;55,036;8,4688;55,0316;8,4633;5,9;10,3;2012-08-21T12:52;2012-08-21T13:12;Benthic;;;95;1;;29,3;21,1;;
Sylt-5 trawl 8;54,9987;8,4278;54,9925;8,426;5,1;3,3;2012-08-21T09:12;2012-08-21T09:27;Benthic;;;90;2;;29,4;20,3;;
Sylt-5 trawl 8;54,9987;8,4278;54,9925;8,426;5,1;3,3;2012-08-21T09:12;2012-08-21T09:27;Benthic;;;95;1;;29,4;20,3;;
Sylt-5 trawl 8;54,9987;8,4278;54,9925;8,426;5,1;3,3;2012-08-21T09:12;2012-08-21T09:27;Benthic;;;100;2;;29,4;20,3;;
Sylt-6 trawl 8;54,9323;8,3952;54,9407;8,4058;6,5;4,5;2012-08-21T11:18;2012-08-21T11:33;Benthic;6400;130;50;2018,461538;;29,3;21,4;;5
Sylt-6 trawl 8;54,9323;8,3952;54,9407;8,4058;6,5;4,5;2012-08-21T11:18;2012-08-21T11:33;Benthic;6400;130;70;;;29,3;21,4;;3
Sylt-6 trawl 8;54,9323;8,3952;54,9407;8,4058;6,5;4,5;2012-08-21T11:18;2012-08-21T11:33;Benthic;6400;130;75;;;29,3;21,4;;3
Sylt-6 trawl 8;54,9323;8,3952;54,9407;8,4058;6,5;4,5;2012-08-21T11:18;2012-08-21T11:33;Benthic;6400;130;80;;;29,3;21,4;;17
Sylt-6 trawl 8;54,9323;8,3952;54,9407;8,4058;6,5;4,5;2012-08-21T11:18;2012-08-21T11:33;Benthic;6400;130;85;;;29,3;21,4;;6
Sylt-6 trawl 8;54,9323;8,3952;54,9407;8,4058;6,5;4,5;2012-08-21T11:18;2012-08-21T11:33;Benthic;6400;130;90;;;29,3;21,4;;7
Sylt-7 trawl 8;54,9408;8,3998;54,9482;8,4163;3,1;2,2;2012-08-21T10:13;2012-08-21T10:28;Benthic;;;60;1;;29,3;21,4;;
Sylt-7 trawl 8;54,9408;8,3998;54,9482;8,4163;3,1;2,2;2012-08-21T10:13;2012-08-21T10:28;Benthic;;;90;2;;29,3;21,4;;
Sylt-7 trawl 8;54,9408;8,3998;54,9482;8,4163;3,1;2,2;2012-08-21T10:13;2012-08-21T10:28;Benthic;;;115;1;;29,3;21,4;;
Sylt-2 trawl 8;55,0307;8,4644;55,0172;8,4498;8;11,4;2012-08-21T12:20;2012-08-21T12:42;Pelagic;;;45;1;;29,3;21,1;;
Sylt-2 trawl 8;55,0307;8,4644;55,0172;8,4498;8;11,4;2012-08-21T12:20;2012-08-21T12:42;Pelagic;;;60;1;;29,3;21,1;;
Sylt-2 trawl 8;55,0307;8,4644;55,0172;8,4498;8;11,4;2012-08-21T12:20;2012-08-21T12:42;Pelagic;;;90;3;;29,3;21,1;;
Sylt-2 trawl 8;55,0307;8,4644;55,0172;8,4498;8;11,4;2012-08-21T12:20;2012-08-21T12:42;Pelagic;;;95;1;;29,3;21,1;;
Sylt-6 trawl 8;54,9317;8,3948;54,944;8,4145;9;6,4;2012-08-21T10:40;2012-08-21T10:55;Pelagic;;;85;1;;29,3;21,4;;
Sylt-6 trawl 8;54,9317;8,3948;54,944;8,4145;9;6,4;2012-08-21T10:40;2012-08-21T10:55;Pelagic;;;90;1;;29,3;21,4;;
Sylt-1 trawl 9;55,0555;8,4384;55,0512;8,4534;10,2;;2012-09-19T09:42;2012-09-19T09:57;Benthic;1660;227;95;2;;29,9;15;;
Sylt-1 trawl 9;55,0555;8,4384;55,0512;8,4534;10,2;;2012-09-19T09:42;2012-09-19T09:57;Benthic;1660;227;100;16;;29,9;15;;
Sylt-1 trawl 9;55,0555;8,4384;55,0512;8,4534;10,2;;2012-09-19T09:42;2012-09-19T09:57;Benthic;1660;227;105;12;;29,9;15;;
Sylt-1 trawl 9;55,0555;8,4384;55,0512;8,4534;10,2;;2012-09-19T09:42;2012-09-19T09:57;Benthic;1660;227;110;5;;29,9;15;;
Sylt-2 trawl 9;55,036;8,4688;55,0316;8,4633;11,7;9,8;2012-09-19T10:45;2012-09-19T11:00;Benthic;2560;220;55;1;;29,5;14,8;;
Sylt-2 trawl 9;55,036;8,4688;55,0316;8,4633;11,7;9,8;2012-09-19T10:45;2012-09-19T11:00;Benthic;2560;220;60;3;;29,5;14,8;;
Sylt-2 trawl 9;55,036;8,4688;55,0316;8,4633;11,7;9,8;2012-09-19T10:45;2012-09-19T11:00;Benthic;2560;220;75;1;;29,5;14,8;;
Sylt-2 trawl 9;55,036;8,4688;55,0316;8,4633;11,7;9,8;2012-09-19T10:45;2012-09-19T11:00;Benthic;2560;220;80;3;;29,5;14,8;;
Sylt-2 trawl 9;55,036;8,4688;55,0316;8,4633;11,7;9,8;2012-09-19T10:45;2012-09-19T11:00;Benthic;2560;220;90;2;;29,5;14,8;;
Sylt-2 trawl 9;55,036;8,4688;55,0316;8,4633;11,7;9,8;2012-09-19T10:45;2012-09-19T11:00;Benthic;2560;220;100;20;;29,5;14,8;;
Sylt-2 trawl 9;55,036;8,4688;55,0316;8,4633;11,7;9,8;2012-09-19T10:45;2012-09-19T11:00;Benthic;2560;220;105;2;;29,5;14,8;;
Sylt-2 trawl 9;55,036;8,4688;55,0316;8,4633;11,7;9,8;2012-09-19T10:45;2012-09-19T11:00;Benthic;2560;220;110;8;;29,5;14,8;;
Sylt-3 trawl 9;55,0289;8,4608;55,0289;8,4608;5,2;3,8;2012-09-19T08:46;2012-09-19T09:01;Benthic;30800;282;60;1;;29,7;14,8;;
Sylt-3 trawl 9;55,0289;8,4608;55,0289;8,4608;5,2;3,8;2012-09-19T08:46;2012-09-19T09:01;Benthic;30800;282;65;2;;29,7;14,8;;
Sylt-3 trawl 9;55,0289;8,4608;55,0289;8,4608;5,2;3,8;2012-09-19T08:46;2012-09-19T09:01;Benthic;30800;282;95;8;;29,7;14,8;;
Sylt-3 trawl 9;55,0289;8,4608;55,0289;8,4608;5,2;3,8;2012-09-19T08:46;2012-09-19T09:01;Benthic;30800;282;100;27;;29,7;14,8;;
Sylt-3 trawl 9;55,0289;8,4608;55,0289;8,4608;5,2;3,8;2012-09-19T08:46;2012-09-19T09:01;Benthic;30800;282;105;8;;29,7;14,8;;
Sylt-3 trawl 9;55,0289;8,4608;55,0289;8,4608;5,2;3,8;2012-09-19T08:46;2012-09-19T09:01;Benthic;30800;282;110;3;;29,7;14,8;;
Sylt-4 trawl 9;54,9865;8,4397;54,9972;8,43;4,2;10;2012-09-19T11:37;2012-09-19T11:52;Benthic;1165;140;85;1;;29,5;14,7;;
Sylt-4 trawl 9;54,9865;8,4397;54,9972;8,43;4,2;10;2012-09-19T11:37;2012-09-19T11:52;Benthic;1165;140;95;2;;29,5;14,7;;
Sylt-4 trawl 9;54,9865;8,4397;54,9972;8,43;4,2;10;2012-09-19T11:37;2012-09-19T11:52;Benthic;1165;140;100;11;;29,5;14,7;;
Sylt-4 trawl 9;54,9865;8,4397;54,9972;8,43;4,2;10;2012-09-19T11:37;2012-09-19T11:52;Benthic;1165;140;105;6;;29,5;14,7;;
Sylt-4 trawl 9;54,9865;8,4397;54,9972;8,43;4,2;10;2012-09-19T11:37;2012-09-19T11:52;Benthic;1165;140;115;1;;29,5;14,7;;
Sylt-4 trawl 9;54,9865;8,4397;54,9972;8,43;4,2;10;2012-09-19T11:37;2012-09-19T11:52;Benthic;1165;140;120;1;;29,5;14,7;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;45;1;;29,9;15;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;55;7;;29,9;15;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;60;20;;29,9;15;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;65;7;;29,9;15;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;70;2;;29,9;15;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;95;8;;29,9;15;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;100;40;;29,9;15;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;105;14;;29,9;15;;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;420;;110;1;;29,9;15;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;70;2;;29,5;14,8;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;75;5;;29,5;14,8;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;80;4;;29,5;14,8;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;85;1;;29,5;14,8;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;90;1;;29,5;14,8;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;95;2;;29,5;14,8;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;100;6;;29,5;14,8;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;105;2;;29,5;14,8;;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;1400;125;110;4;;29,5;14,8;;
Sylt-4 trawl 9;55,0008;8,4315;54,9925;8,4365;10,5;6,6;2012-09-19T12:05;2012-09-19T12:20;Pelagic;1220;137;70;1;;29,5;14,7;;
Sylt-4 trawl 9;55,0008;8,4315;54,9925;8,4365;10,5;6,6;2012-09-19T12:05;2012-09-19T12:20;Pelagic;1220;137;90;3;;29,5;14,7;;
Sylt-4 trawl 9;55,0008;8,4315;54,9925;8,4365;10,5;6,6;2012-09-19T12:05;2012-09-19T12:20;Pelagic;1220;137;95;4;;29,5;14,7;;
Sylt-4 trawl 9;55,0008;8,4315;54,9925;8,4365;10,5;6,6;2012-09-19T12:05;2012-09-19T12:20;Pelagic;1220;137;100;14;;29,5;14,7;;
