Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);S. sprattus TL [mm];S. sprattus [#];Sal (PSU);Temp [Â°C] (at surface);Comment
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;1,9;1,8;2010-09-14T11:05;2010-09-14T11:20;Benthic;;;110;1;29,9;15,7;
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;15,1;8,3;2010-10-13T09:42;2010-10-13T09:57;Benthic;;;65;2;29,6;12,6;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;12;10,2;2010-06-15T13:00;2010-06-15T13:15;Benthic;215;11;70;1;30;14,8;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;12;10,2;2010-06-15T13:00;2010-06-15T13:15;Benthic;215;11;100;1;30;14,8;
Sylt-7 trawl 8;54,940833;8,399833;54,948167;8,416333;3,2;3,4;2010-10-14T09:37;2010-10-14T09:52;Benthic;;;110;1;28,6;11,8;
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,5;2,5;2010-08-18T10:50;2010-08-18T11:05;Benthic;;;100;2;30,8;19,3;
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,5;2,5;2010-08-18T10:50;2010-08-18T11:05;Benthic;;;110;2;30,8;19,3;
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,5;2,5;2010-08-18T10:50;2010-08-18T11:05;Benthic;;;115;1;30,8;19,3;
Sylt-2 trawl 8;55,036;8,463283;55,0316;8,46875;10,5;4,9;2010-10-13T12:35;2010-10-13T12:50;Benthic;;;60;1;28,9;12,1;
Sylt-2 trawl 8;55,036;8,463283;55,0316;8,46875;10,5;4,9;2010-10-13T12:35;2010-10-13T12:50;Benthic;;;65;1;28,9;12,1;
Sylt-2 trawl 8;55,036;8,463283;55,0316;8,46875;10,5;4,9;2010-10-13T12:35;2010-10-13T12:50;Benthic;;;70;1;28,9;12,1;
Sylt-2 trawl 8;55,036;8,463283;55,0316;8,46875;10,5;4,9;2010-10-13T12:35;2010-10-13T12:50;Benthic;;;75;1;28,9;12,1;
Sylt-2 trawl 8;55,036;8,463283;55,0316;8,46875;10,5;4,9;2010-10-13T12:35;2010-10-13T12:50;Benthic;;;95;1;28,9;12,1;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;6,3;11,9;2010-03-16T12:15;2010-03-16T12:30;Benthic;;;65;1;27,4;1,6;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3,7;2,1;2010-04-07T08:18;2010-04-07T08:33;Benthic;;;55;2;27,8;6,8;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3,7;2,1;2010-04-07T08:18;2010-04-07T08:33;Benthic;;;60;7;27,8;6,8;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3,7;2,1;2010-04-07T08:18;2010-04-07T08:33;Benthic;;;65;20;27,8;6,8;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3,7;2,1;2010-04-07T08:18;2010-04-07T08:33;Benthic;;;70;9;27,8;6,8;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;3,7;2,1;2010-04-07T08:18;2010-04-07T08:33;Benthic;;;75;1;27,8;6,8;
Sylt-3 trawl 8;55,028;8,450167;55,037667;8,457;2,3;;2010-10-13T08:21;2010-10-13T08:36;Benthic;;;70;3;29,4;12,3;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;1,8;3,4;2010-04-06T09:02;2010-04-06T09:17;Benthic;;;105;1;28,7;6;
Sylt-2 trawl 6;55,036;8,463283;55,0316;8,46875;14;12;2010-08-17T11:15;2010-08-17T11:30;Benthic;;;110;1;31;19,9;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;4,6;5;2010-05-18T08:16;2010-05-18T08:31;Benthic;4293;55;60;2;29,2;10,2;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;4,6;5;2010-05-18T08:16;2010-05-18T08:31;Benthic;4293;55;65;1;29,2;10,2;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;4,6;5;2010-05-18T08:16;2010-05-18T08:31;Benthic;4293;55;70;11;29,2;10,2;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;4,6;5;2010-05-18T08:16;2010-05-18T08:31;Benthic;4293;55;75;4;29,2;10,2;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;4,6;5;2010-05-18T08:16;2010-05-18T08:31;Benthic;4293;55;80;2;29,2;10,2;
Sylt-3 trawl 6;55,028;8,450167;55,037667;8,457;4,3;4,6;2010-08-17T08:15;2010-08-17T08:30;Benthic;3167;30;75;7;31;19,7;
Sylt-3 trawl 6;55,028;8,450167;55,037667;8,457;4,3;4,6;2010-08-17T08:15;2010-08-17T08:30;Benthic;3167;30;80;2;31;19,7;
Sylt-1 trawl 2;55,05585;8,439483;55,047833;8,463517;10,4;13,4;2010-04-06T10:03;2010-04-06T10:18;Pelagic;;;60;1;28,9;6,1;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;9,9;11,6;2010-04-06T10:38;2010-04-06T10:53;Pelagic;;;60;8;27,5;6,8;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;9,9;11,6;2010-04-06T10:38;2010-04-06T10:53;Pelagic;;;65;19;27,5;6,8;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;9,9;11,6;2010-04-06T10:38;2010-04-06T10:53;Pelagic;;;70;8;27,5;6,8;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;9,9;11,6;2010-04-06T10:38;2010-04-06T10:53;Pelagic;;;75;7;27,5;6,8;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;9,9;11,6;2010-04-06T10:38;2010-04-06T10:53;Pelagic;;;80;1;27,5;6,8;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;23,4;17,6;2010-03-16T10:15;2010-03-16T10:30;Pelagic;;;60;3;27,1;1,7;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;23,4;17,6;2010-03-16T10:15;2010-03-16T10:30;Pelagic;;;65;1;27,1;1,7;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;23,4;17,6;2010-03-16T10:15;2010-03-16T10:30;Pelagic;;;70;2;27,1;1,7;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;23,4;17,6;2010-03-16T10:15;2010-03-16T10:30;Pelagic;;;80;1;27,1;1,7;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4;4,9;2010-03-17T11:10;2010-03-17T11:25;Pelagic;;;100;1;26,6;3,2;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;6,1;6,4;2010-04-07T10:00;2010-04-07T10:15;Pelagic;;;95;1;27,5;7,6;
Sylt-9 trawl 1;54,988667;8,511167;54,990333;8,503333;4,8;5,9;2010-03-17T13:32;2010-03-17T13:47;Pelagic;;;60;3;26,2;2,5;
Sylt-9 trawl 1;54,988667;8,511167;54,990333;8,503333;4,8;5,9;2010-03-17T13:32;2010-03-17T13:47;Pelagic;;;70;1;26,2;2,5;
Sylt-9 trawl 1;54,988667;8,511167;54,990333;8,503333;4,8;5,9;2010-03-17T13:32;2010-03-17T13:47;Pelagic;;;75;1;26,2;2,5;
Sylt-9 trawl 3;54,988667;8,511167;54,990333;8,503333;4,4;5,2;2010-10-13T13:43;2010-10-13T13:58;Pelagic;;;60;1;28,6;12;
Sylt-1 trawl 2;55,05585;8,439483;55,047833;8,463517;10,4;13,4;2010-04-06T10:03;2010-04-06T10:18;Pelagic;;;90;1;28,9;6,1;
Sylt-1 trawl 3;55,05585;8,439483;55,047833;8,463517;12,4;11,4;2010-05-18T09:31;2010-05-18T09:46;Pelagic;;;65;4;29,9;10,1;
Sylt-1 trawl 3;55,05585;8,439483;55,047833;8,463517;12,4;11,4;2010-05-18T09:31;2010-05-18T09:46;Pelagic;;;70;5;29,9;10,1;
Sylt-1 trawl 3;55,05585;8,439483;55,047833;8,463517;12,4;11,4;2010-05-18T09:31;2010-05-18T09:46;Pelagic;;;75;6;29,9;10,1;
Sylt-2 trawl 9;55,030667;8,4644;55,01715;8,449767;12,9;10,7;2010-11-17T10:40;2010-11-17T10:55;Pelagic;;;70;1;27,9;7,2;
Sylt-2 trawl 9;55,030667;8,4644;55,01715;8,449767;12,9;10,7;2010-11-17T10:40;2010-11-17T10:55;Pelagic;;;80;1;27,9;7,2;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;11;12,3;2011-01-17T10:25;2011-01-17T10:40;Benthic;;;75;1;28,3;0,8;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;75;1;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;80;1;27,6;1,4;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;12,9;10,8;2011-03-08T09:49;2011-03-08T10:04;Benthic;;;65;1;26,3;0,7;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;12,9;10,8;2011-03-08T09:49;2011-03-08T10:04;Benthic;;;115;2;26,3;0,7;
Sylt-2 trawl 2;55,036;8,46875;55,0316;8,463283;9;6,8;2011-03-08T11:05;2011-03-08T11:20;Benthic;;;105;1;25,4;0,7;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,6;2,2;2011-03-09T09:52;2011-03-09T10:07;Benthic;;;105;1;25,3;0,9;
Sylt-3 trawl 3;55,027167;8,447767;55,036567;8,455;2,9;3,7;2011-04-12T08:20;2011-04-12T08:35;Benthic;;;65;10;24,1;8;
Sylt-3 trawl 3;55,027167;8,447767;55,036567;8,455;2,9;3,7;2011-04-12T08:20;2011-04-12T08:35;Benthic;;;70;2;24,1;8;
Sylt-3 trawl 3;55,027167;8,447767;55,036567;8,455;2,9;3,7;2011-04-12T08:20;2011-04-12T08:35;Benthic;;;75;5;24,1;8;
Sylt-3 trawl 3;55,027167;8,447767;55,036567;8,455;2,9;3,7;2011-04-12T08:20;2011-04-12T08:35;Benthic;;;80;2;24,1;8;
Sylt-3 trawl 3;55,027167;8,447767;55,036567;8,455;2,9;3,7;2011-04-12T08:20;2011-04-12T08:35;Benthic;;;85;1;24,1;8;
Sylt-3 trawl 3;55,027167;8,447767;55,036567;8,455;2,9;3,7;2011-04-12T08:20;2011-04-12T08:35;Benthic;;;90;1;24,1;8;
Sylt-3 trawl 3;55,027167;8,447767;55,036567;8,455;2,9;3,7;2011-04-12T08:20;2011-04-12T08:35;Benthic;;;100;1;24,1;8;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;2,9;3,4;2011-04-12T09:10;2011-04-12T09:25;Benthic;246;59;60;1;26,7;8,2;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;2,9;3,4;2011-04-12T09:10;2011-04-12T09:25;Benthic;246;59;65;4;26,7;8,2;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;2,9;3,4;2011-04-12T09:10;2011-04-12T09:25;Benthic;246;59;70;7;26,7;8,2;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;2,9;3,4;2011-04-12T09:10;2011-04-12T09:25;Benthic;246;59;75;2;26,7;8,2;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;2,9;3,4;2011-04-12T09:10;2011-04-12T09:25;Benthic;246;59;80;4;26,7;8,2;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;2,9;3,4;2011-04-12T09:10;2011-04-12T09:25;Benthic;246;59;100;1;26,7;8,2;
Sylt-3 trawl 4;55,027167;8,447767;55,036567;8,455;1,6;2,1;2011-05-16T09:00;2011-05-16T09:15;Benthic;338;12;100;1;29;13,1;
Sylt-3 trawl 4;55,027167;8,447767;55,036567;8,455;1,6;2,1;2011-05-16T09:00;2011-05-16T09:15;Benthic;338;12;75;2;29;13,1;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;17,6;13,7;2011-05-16T10:20;2011-05-16T10:35;Benthic;1719;119;55;4;28,9;13,7;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;17,6;13,7;2011-05-16T10:20;2011-05-16T10:35;Benthic;1719;119;60;7;28,9;13,7;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;17,6;13,7;2011-05-16T10:20;2011-05-16T10:35;Benthic;1719;119;65;2;28,9;13,7;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;17,6;13,7;2011-05-16T10:20;2011-05-16T10:35;Benthic;1719;119;70;14;28,9;13,7;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;17,6;13,7;2011-05-16T10:20;2011-05-16T10:35;Benthic;1719;119;75;13;28,9;13,7;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;17,6;13,7;2011-05-16T10:20;2011-05-16T10:35;Benthic;1719;119;80;12;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;55;6;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;60;42;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;65;4;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;70;2;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;75;9;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;80;5;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;100;2;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;105;3;28,9;13,7;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;7,8;8,3;2011-05-16T10:50;2011-05-16T11:05;Benthic;1890;156;110;1;28,9;13,7;
Sylt-2 trawl 3;55,030667;8,4644;55,01715;8,449767;9,6;11,8;2011-05-16T11:17;2011-05-16T11:32;Pelagic;78;11;70;1;28,9;13,7;
Sylt-2 trawl 3;55,030667;8,4644;55,01715;8,449767;9,6;11,8;2011-05-16T11:17;2011-05-16T11:32;Pelagic;78;11;75;2;28,9;13,7;
Sylt-2 trawl 3;55,030667;8,4644;55,01715;8,449767;9,6;11,8;2011-05-16T11:17;2011-05-16T11:32;Pelagic;78;11;85;1;28,9;13,7;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;6;13,1;2011-05-16T11:58;2011-05-16T12:13;Benthic;1901;48;60;1;28,8;13,8;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;6;13,1;2011-05-16T11:58;2011-05-16T12:13;Benthic;1901;48;70;6;28,8;13,8;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;6;13,1;2011-05-16T11:58;2011-05-16T12:13;Benthic;1901;48;75;8;28,8;13,8;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;6;13,1;2011-05-16T11:58;2011-05-16T12:13;Benthic;1901;48;80;4;28,8;13,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;11,7;8,8;2011-05-16T12:24;2011-05-16T12:39;Pelagic;482;36;55;1;28,8;13,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;11,7;8,8;2011-05-16T12:24;2011-05-16T12:39;Pelagic;482;36;60;8;28,8;13,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;11,7;8,8;2011-05-16T12:24;2011-05-16T12:39;Pelagic;482;36;65;5;28,8;13,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;11,7;8,8;2011-05-16T12:24;2011-05-16T12:39;Pelagic;482;36;70;3;28,8;13,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;11,7;8,8;2011-05-16T12:24;2011-05-16T12:39;Pelagic;482;36;75;4;28,8;13,8;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;3;1,4;2011-05-17T09:53;2011-05-17T10:08;Benthic;561;50;45;2;28,2;14,1;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;3;1,4;2011-05-17T09:53;2011-05-17T10:08;Benthic;561;50;50;3;28,2;14,1;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;3;1,4;2011-05-17T09:53;2011-05-17T10:08;Benthic;561;50;55;4;28,2;14,1;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;3;1,4;2011-05-17T09:53;2011-05-17T10:08;Benthic;561;50;60;11;28,2;14,1;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;3;1,4;2011-05-17T09:53;2011-05-17T10:08;Benthic;561;50;65;1;28,2;14,1;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;3;1,4;2011-05-17T09:53;2011-05-17T10:08;Benthic;561;50;70;2;28,2;14,1;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;3;1,4;2011-05-17T09:53;2011-05-17T10:08;Benthic;561;50;75;9;28,2;14,1;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,3;5,4;2011-05-17T10:20;2011-05-17T10:35;Benthic;571;61;70;10;28,1;14;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,3;5,4;2011-05-17T10:20;2011-05-17T10:35;Benthic;571;61;75;8;28,1;14;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,3;5,4;2011-05-17T10:20;2011-05-17T10:35;Benthic;571;61;80;2;28,1;14;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,3;5,4;2011-05-17T10:20;2011-05-17T10:35;Benthic;571;61;120;1;28,1;14;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;6,4;6,5;2011-05-17T10:50;2011-05-17T11:05;Pelagic;28;8;60;1;28,1;14;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;6,4;6,5;2011-05-17T10:50;2011-05-17T11:05;Pelagic;28;8;70;3;28,1;14;
Sylt-3 trawl 5;55,027167;8,447767;55,036567;8,455;3,8;4,1;2011-06-20T09:05;2011-06-20T09:20;Benthic;;;70;1;29,6;16,5;
Sylt-3 trawl 5;55,027167;8,447767;55,036567;8,455;3,8;4,1;2011-06-20T09:05;2011-06-20T09:20;Benthic;;;80;31;29,6;16,5;
Sylt-3 trawl 5;55,027167;8,447767;55,036567;8,455;3,8;4,1;2011-06-20T09:05;2011-06-20T09:20;Benthic;;;45;1;29,6;16,5;
Sylt-3 trawl 5;55,027167;8,447767;55,036567;8,455;3,8;4,1;2011-06-20T09:05;2011-06-20T09:20;Benthic;;;75;5;29,6;16,5;
Sylt-3 trawl 5;55,027167;8,447767;55,036567;8,455;3,8;4,1;2011-06-20T09:05;2011-06-20T09:20;Benthic;;;85;12;29,6;16,5;
Sylt-2 trawl 4;55,030667;8,4644;55,01715;8,449767;12,5;;2011-06-20T09:42;2011-06-20T09:57;Pelagic;563;90;65;1;29,4;16,5;
Sylt-2 trawl 4;55,030667;8,4644;55,01715;8,449767;12,5;;2011-06-20T09:42;2011-06-20T09:57;Pelagic;563;90;70;1;29,4;16,5;
Sylt-2 trawl 4;55,030667;8,4644;55,01715;8,449767;12,5;;2011-06-20T09:42;2011-06-20T09:57;Pelagic;563;90;75;7;29,4;16,5;
Sylt-2 trawl 4;55,030667;8,4644;55,01715;8,449767;12,5;;2011-06-20T09:42;2011-06-20T09:57;Pelagic;563;90;80;13;29,4;16,5;
Sylt-2 trawl 4;55,030667;8,4644;55,01715;8,449767;12,5;;2011-06-20T09:42;2011-06-20T09:57;Pelagic;563;90;85;2;29,4;16,5;
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;14,4;10,3;2011-06-20T10:27;2011-06-20T10:42;Pelagic;546;15;75;2;29,5;16,3;
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;14,4;10,3;2011-06-20T10:27;2011-06-20T10:42;Pelagic;546;15;80;2;29,5;16,3;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;1,7;2011-06-20T10:59;2011-06-20T11:14;Benthic;11928;82;55;1;29,5;16,3;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;1,7;2011-06-20T10:59;2011-06-20T11:14;Benthic;11928;82;70;4;29,5;16,3;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;1,7;2011-06-20T10:59;2011-06-20T11:14;Benthic;11928;82;75;9;29,5;16,3;
Sylt-5 trawl 5;54,998667;8,427833;54,9925;8,426;3,7;1,7;2011-06-20T10:59;2011-06-20T11:14;Benthic;11928;82;80;10;29,5;16,3;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,1;;2011-06-20T12:09;2011-06-20T12:24;Benthic;765;68;70;5;29,4;16,4;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,1;;2011-06-20T12:09;2011-06-20T12:24;Benthic;765;68;75;14;29,4;16,4;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,1;;2011-06-20T12:09;2011-06-20T12:24;Benthic;765;68;80;2;29,4;16,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;5,6;6,1;2011-06-20T13:05;2011-06-20T13:20;Benthic;128;5;85;1;29,4;16,4;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;10,6;10,4;2011-06-20T14:20;2011-06-20T14:35;Benthic;2231;146;70;2;29,5;16,3;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;10,6;10,4;2011-06-20T14:20;2011-06-20T14:35;Benthic;2231;146;75;10;29,5;16,3;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;10,6;10,4;2011-06-20T14:20;2011-06-20T14:35;Benthic;2231;146;80;21;29,5;16,3;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;10,6;10,4;2011-06-20T14:20;2011-06-20T14:35;Benthic;2231;146;85;5;29,5;16,3;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;12,7;20,2;2011-06-22T09:04;2011-06-22T09:19;Benthic;1925;196;65;1;29,9;16,9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;12,7;20,2;2011-06-22T09:04;2011-06-22T09:19;Benthic;1925;196;70;2;29,9;16,9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;12,7;20,2;2011-06-22T09:04;2011-06-22T09:19;Benthic;1925;196;75;4;29,9;16,9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;12,7;20,2;2011-06-22T09:04;2011-06-22T09:19;Benthic;1925;196;80;26;29,9;16,9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;12,7;20,2;2011-06-22T09:04;2011-06-22T09:19;Benthic;1925;196;85;11;29,9;16,9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;12,7;20,2;2011-06-22T09:04;2011-06-22T09:19;Benthic;1925;196;90;2;29,9;16,9;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;12,7;20,2;2011-06-22T09:04;2011-06-22T09:19;Benthic;1925;196;95;1;29,9;16,9;
Sylt-1 trawl 4;55,05585;8,439483;55,047833;8,463517;10,8;14,2;2011-06-22T09:43;2011-06-22T09:58;Pelagic;;;70;5;29,9;16,9;
Sylt-1 trawl 4;55,05585;8,439483;55,047833;8,463517;10,8;14,2;2011-06-22T09:43;2011-06-22T09:58;Pelagic;;;75;12;29,9;16,9;
Sylt-1 trawl 4;55,05585;8,439483;55,047833;8,463517;10,8;14,2;2011-06-22T09:43;2011-06-22T09:58;Pelagic;;;80;23;29,9;16,9;
Sylt-1 trawl 4;55,05585;8,439483;55,047833;8,463517;10,8;14,2;2011-06-22T09:43;2011-06-22T09:58;Pelagic;;;85;3;29,9;16,9;
Sylt-2 trawl 4;55,036;8,46875;55,0316;8,463283;11,4;7,6;2011-06-22T11:02;2011-06-22T11:17;Benthic;;;70;1;29,6;16,9;
Sylt-2 trawl 4;55,036;8,46875;55,0316;8,463283;11,4;7,6;2011-06-22T11:02;2011-06-22T11:17;Benthic;;;75;1;29,6;16,9;
Sylt-2 trawl 4;55,036;8,46875;55,0316;8,463283;11,4;7,6;2011-06-22T11:02;2011-06-22T11:17;Benthic;;;80;2;29,6;16,9;
Sylt-5 trawl 6;54,998667;8,427833;54,9925;8,426;4,1;2,4;2011-07-14T09:08;2011-07-14T09:23;Benthic;204;47;70;1;29,3;16,1;
Sylt-5 trawl 6;54,998667;8,427833;54,9925;8,426;4,1;2,4;2011-07-14T09:08;2011-07-14T09:23;Benthic;204;47;75;2;29,3;16,1;
Sylt-5 trawl 6;54,998667;8,427833;54,9925;8,426;4,1;2,4;2011-07-14T09:08;2011-07-14T09:23;Benthic;204;47;80;3;29,3;16,1;
Sylt-5 trawl 6;54,998667;8,427833;54,9925;8,426;4,1;2,4;2011-07-14T09:08;2011-07-14T09:23;Benthic;204;47;85;3;29,3;16,1;
Sylt-5 trawl 6;54,998667;8,427833;54,9925;8,426;4,1;2,4;2011-07-14T09:08;2011-07-14T09:23;Benthic;204;47;115;1;29,3;16,1;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;1299;171;65;4;28,4;15,4;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;1299;171;70;1;28,4;15,4;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;1299;171;75;7;28,4;15,4;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;1299;171;80;22;28,4;15,4;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;1299;171;85;4;28,4;15,4;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;1299;171;90;2;28,4;15,4;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;1299;171;95;2;28,4;15,4;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,9;6,2;2011-07-14T10:25;2011-07-14T10:40;Benthic;1299;171;100;1;28,4;15,4;
Sylt-2 trawl 6;55,030667;8,4644;55,01715;8,449767;9,8;9,7;2011-08-16T09:37;2011-08-16T09:52;Pelagic;;;85;5;28,5;17,1;
