Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);O. eperlanus TL [mm];O. eperlanus [#];Sal (PSU);Temp [Â°C] (at surface);
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,6;4,7;2014-09-10T10:55;2014-09-10T11:10;Pelagic;;;125;1;29,1;16,4;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,6;4,7;2014-09-10T10:55;2014-09-10T11:10;Pelagic;;;130;1;29,1;16,4;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,6;4,7;2014-09-10T10:55;2014-09-10T11:10;Pelagic;;;140;2;29,1;16,4;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,6;4,7;2014-09-10T10:55;2014-09-10T11:10;Pelagic;;;150;4;29,1;16,4;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,6;4,7;2014-09-10T10:55;2014-09-10T11:10;Pelagic;;;170;1;29,1;16,4;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,6;4,7;2014-09-10T10:55;2014-09-10T11:10;Pelagic;;;175;1;29,1;16,4;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;6,3;5,4;2014-09-10T10:25;2014-09-10T10:40;Benthic;;;120;2;29,1;16,4;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;6,3;5,4;2014-09-10T10:25;2014-09-10T10:40;Benthic;;;140;2;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;80;1;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;100;1;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;120;2;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;130;1;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;135;1;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;140;4;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;145;2;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;150;3;29,1;16,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2;2014-09-10T09:55;2014-09-10T10:10;Benthic;;;155;1;29,1;16,4;
Sylt-4 trawl 4;55,000833;8,4315;54,9925;8,4365;11,6;9;2014-10-15T11:45;2014-10-15T12:00;Pelagic;;;165;1;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;120;5;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;130;4;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;135;8;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;140;17;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;145;9;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;150;15;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;155;8;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;160;12;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;165;7;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;170;12;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;175;4;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;180;7;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;190;4;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;200;1;28,6;13,4;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;6,6;2014-10-16T10:44;2014-10-16T10:59;Benthic;;;210;1;28,6;13,4;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;4,2;3,3;2014-10-16T09:52;2014-10-16T10:07;Benthic;;;150;1;28,6;13,4;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;4,2;3,3;2014-10-16T09:52;2014-10-16T10:07;Benthic;;;170;1;28,6;13,4;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;4,2;3,3;2014-10-16T09:52;2014-10-16T10:07;Benthic;;;180;3;28,6;13,4;
Sylt-2 trawl 5;55,036;8,46875;55,0316;8,463283;9,7;13,1;2014-11-17T11:10;2014-11-17T11:25;Benthic;;;95;1;29,8;10,5;
Sylt-4 trawl 5;54,9865;8,439667;54,9865;8,43;12,3;10,5;2014-11-17T12:20;2014-11-17T12:35;Benthic;;;80;1;28,9;10,2;
Sylt-4 trawl 5;54,9865;8,439667;54,9865;8,43;12,3;10,5;2014-11-17T12:20;2014-11-17T12:35;Benthic;;;165;1;28,9;10,2;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;6,8;;2014-11-18T09:55;2014-11-18T10:10;Benthic;;;90;2;27,8;9,1;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;6,8;;2014-11-18T09:55;2014-11-18T10:10;Benthic;;;105;1;27,8;9,1;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;6,8;;2014-11-18T09:55;2014-11-18T10:10;Benthic;;;155;1;27,8;9,1;
Sylt-1 trawl 1;55,0556;8,4384;55,0512;8,4534;22,1;15,8;2015-02-02T10:25;2015-02-02T10:40;Benthic;;;140;1;27,4;2,6;
Sylt-2 trawl 1;55,036;8,4688;55,0316;8,4633;8,4;11,6;2015-02-02T10:50;2015-02-02T11:05;Benthic;;;140;1;27,6;2,7;
Sylt-2 trawl 1;55,0307;8,4644;55,0172;8,4498;10,4;13,1;2015-02-02T11:13;2015-02-02T11:28;Pelagic;;;135;1;27,6;2,7;
Sylt-2 trawl 1;55,0307;8,4644;55,0172;8,4498;10,4;13,1;2015-02-02T11:13;2015-02-02T11:28;Pelagic;;;150;1;27,6;2,7;
Sylt-4 trawl 1;54,9865;8,4397;54,9972;8,43;8,2;12;2015-02-02T11:45;2015-02-02T12:00;Benthic;;;140;1;27,3;2,7;
Sylt-4 trawl 1;55,0008;8,4315;54,9925;8,426;13,2;9,6;2015-02-02T12:06;2015-02-02T12:21;Pelagic;;;155;1;27,3;2,7;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;105;1;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;110;2;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;130;1;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;135;2;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;140;2;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;145;1;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;150;1;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;160;3;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;165;1;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;170;4;27,9;0,8;
Sylt-6 trawl 1;54,9323;8,3952;54,9407;8,4058;5,4;7,2;2015-02-03T10:14;2015-02-03T10:20;Benthic;;;175;1;27,9;0,8;
Sylt-6 trawl 1;54,9317;8,3948;54,944;8,4145;6,5;7,9;2015-02-03T10:36;2015-02-03T10:51;Pelagic;;;130;1;27,9;0,8;
Sylt-7 trawl 1;54,9408;8,3998;54,9482;8,4163;5,3;4,3;2015-02-03T09:48;2015-02-03T10:03;Benthic;;;105;1;27,9;0,8;
Sylt-7 trawl 1;54,9408;8,3998;54,9482;8,4163;5,3;4,3;2015-02-03T09:48;2015-02-03T10:03;Benthic;;;125;1;27,9;0,8;
Sylt-7 trawl 1;54,9408;8,3998;54,9482;8,4163;5,3;4,3;2015-02-03T09:48;2015-02-03T10:03;Benthic;;;140;3;27,9;0,8;
Sylt-7 trawl 1;54,9408;8,3998;54,9482;8,4163;5,3;4,3;2015-02-03T09:48;2015-02-03T10:03;Benthic;;;150;1;27,9;0,8;
Sylt-7 trawl 1;54,9408;8,3998;54,9482;8,4163;5,3;4,3;2015-02-03T09:48;2015-02-03T10:03;Benthic;;;165;1;27,9;0,8;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;7,6;;2015-04-28T10:57;2015-04-28T11:12;Benthic;;;110;2;27,3;10,3;
Sylt-6 trawl 3;54,9323;8,3952;54,9407;8,4058;7,6;;2015-04-28T10:57;2015-04-28T11:12;Benthic;;;140;1;27,3;10,3;
Sylt-7 trawl 3;54,9408;8,3998;54,9482;8,4163;6,6;2,9;2015-04-28T08:53;2015-04-28T09:13;Benthic;;;105;1;27,3;10,3;
Sylt-7 trawl 3;54,9408;8,3998;54,9482;8,4163;6,6;2,9;2015-04-28T08:53;2015-04-28T09:13;Benthic;;;115;1;27,3;10,3;
Sylt-7 trawl 3;54,9408;8,3998;54,9482;8,4163;6,6;2,9;2015-04-28T08:53;2015-04-28T09:13;Benthic;;;145;2;27,3;10,3;
Sylt-7 trawl 3;54,9408;8,3998;54,9482;8,4163;6,6;2,9;2015-04-28T08:53;2015-04-28T09:13;Benthic;;;155;1;27,3;10,3;
Sylt-7 trawl 3;54,9408;8,3998;54,9482;8,4163;6,6;2,9;2015-04-28T08:53;2015-04-28T09:13;Benthic;;;155;2;27,3;10,3;
Sylt-7 trawl 3;54,9408;8,3998;54,9482;8,4163;6,6;2,9;2015-04-28T08:53;2015-04-28T09:13;Benthic;;;170;1;27,3;10,3;
Sylt-7 trawl 4;54,9408;8,3998;54,9482;8,4163;4;3,4;2015-06-16T10:02;2015-06-16T10:17;Benthic;;;170;1;29,4;13,8;
Sylt-6 trawl 4;54,9317;8,3948;54,944;8,4145;5,4;6,2;2015-06-16T11:00;2015-06-16T11:15;Pelagic;;;155;1;29,4;13,8;
Sylt-6 trawl 5;54,9323;8,3952;54,9407;8,4058;6,2;8;2015-07-14T09:25;2015-07-14T09:40;Benthic;;;180;1;30;17,9;
Sylt-7 trawl 5;54,9408;8,3998;54,9482;8,4163;3,3;2,9;2015-07-14T10:20;2015-07-14T10:35;Benthic;;;155;1;30;17,9;
Sylt-7 trawl 5;54,9408;8,3998;54,9482;8,4163;3,3;2,9;2015-07-14T10:20;2015-07-14T10:35;Benthic;;;160;1;30;17,9;
Sylt-7 trawl 5;54,9408;8,3998;54,9482;8,4163;3,3;2,9;2015-07-14T10:20;2015-07-14T10:35;Benthic;;;170;1;30;17,9;
Sylt-7 trawl 5;54,9408;8,3998;54,9482;8,4163;3,3;2,9;2015-07-14T10:20;2015-07-14T10:35;Benthic;;;180;1;30;17,9;
Sylt-7 trawl 5;54,9408;8,3998;54,9482;8,4163;3,3;2,9;2015-07-14T10:20;2015-07-14T10:35;Benthic;;;185;1;30;17,9;
Sylt-6 trawl 5;54,9317;8,3948;54,944;8,4145;6,5;7,8;2015-07-14T09:52;2015-07-14T10:07;Pelagic;;;110;1;30;17,9;
Sylt-9 trawl 1;54,9972;8,4948;54,9884;8,5105;7,8;3,7;2015-07-14T11:54;2015-07-14T12:09;Benthic;;;190;1;29,6;17,2;
Sylt-9 trawl 1;54,9972;8,4948;54,9884;8,5105;7,8;3,7;2015-07-14T11:54;2015-07-14T12:09;Benthic;;;220;1;29,6;17,2;
Sylt-1 trawl 8;55,0556;8,4384;55,0512;8,4534;13,8;11,5;2015-11-17T09:16;2015-11-17T09:31;Benthic;;;120;1;29,8;10,6;
Sylt-3 trawl 8;55,0289;8,4608;55,0289;8,4608;4,5;4,2;2015-11-17T09:19;2015-11-17T09:34;Benthic;;;120;1;28,6;10,3;
Sylt-6 trawl 8;54,9323;8,3952;54,9407;8,4058;7,1;5,7;2015-11-17T12:16;2015-11-17T12:31;Benthic;;;180;1;28,5;10;
Sylt-7 trawl 8;54,9408;8,3998;54,9482;8,4163;5,1;5,2;2015-11-17T11:54;2015-11-17T12:09;Benthic;;;110;1;28,5;10;
Sylt-2 trawl 8;55,0307;8,4644;55,0172;8,4498;7,8;11,4;2015-11-17T10:06;2015-11-17T10:21;Pelagic;;;180;1;28,1;10,2;probably remainder of pelagic Sylt-1 trawl 8
Sylt-6 trawl 9;54,9323;8,3952;54,9407;8,4058;4,8;7,8;2015-12-15T12:25;2015-12-15T12:40;Benthic;;;130;1;27,9;5,5;
Sylt-6 trawl 9;54,9323;8,3952;54,9407;8,4058;4,8;7,8;2015-12-15T12:25;2015-12-15T12:40;Benthic;;;90;3;27,9;5,5;
Sylt-6 trawl 9;54,9323;8,3952;54,9407;8,4058;4,8;7,8;2015-12-15T12:25;2015-12-15T12:40;Benthic;;;120;1;27,9;5,5;
Sylt-6 trawl 9;54,9323;8,3952;54,9407;8,4058;4,8;7,8;2015-12-15T12:25;2015-12-15T12:40;Benthic;;;100;1;27,9;5,5;
Sylt-6 trawl 9;54,9323;8,3952;54,9407;8,4058;4,8;7,8;2015-12-15T12:25;2015-12-15T12:40;Benthic;;;95;1;27,9;5,5;
Sylt-1 trawl 9;55,0556;8,4384;55,0512;8,4534;10,7;7,5;2015-12-15T08:37;2015-12-15T08:52;Benthic;;;165;1;28,8;6,7;
Sylt-4 trawl 9;54,9865;8,4397;54,9972;8,43;8,4;8,1;2015-12-15T11:17;2015-12-15T11:32;Benthic;;;65;1;28,3;6,2;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;10,4;9,1;2015-12-15T09:56;2015-12-15T10:11;Pelagic;;;100;1;27,9;6,3;
Sylt-6 trawl 9;54,9317;8,3948;54,944;8,4145;6,8;7,3;2015-12-15T12:50;2015-12-15T13:05;Pelagic;;;110;2;27,9;5,5;
Sylt-6 trawl 9;54,9317;8,3948;54,944;8,4145;6,8;7,3;2015-12-15T12:50;2015-12-15T13:05;Pelagic;;;125;1;27,9;5,5;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;4,2;4,8;2016-01-18T09:10;2016-01-18T09:25;Benthic;;;55;2;28,8;2,1;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;4,2;4,8;2016-01-18T09:10;2016-01-18T09:25;Benthic;;;60;2;28,8;2,1;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;4,2;4,8;2016-01-18T09:10;2016-01-18T09:25;Benthic;;;65;1;28,8;2,1;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;4,2;4,8;2016-01-18T09:10;2016-01-18T09:25;Benthic;;;70;4;28,8;2,1;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;13,3;16,5;2016-01-18T09:36;2016-01-18T09:51;Benthic;;;60;2;29,8;2,6;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;13,3;16,5;2016-01-18T09:36;2016-01-18T09:51;Benthic;;;65;1;29,8;2,6;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;13,3;16,5;2016-01-18T09:36;2016-01-18T09:51;Benthic;;;90;1;29,8;2,6;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;13,3;16,5;2016-01-18T09:36;2016-01-18T09:51;Benthic;;;95;1;29,8;2,6;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;22,1;11,6;2016-01-18T10:07;2016-01-18T10:22;Benthic;;;60;2;30;2,9;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;22,1;11,6;2016-01-18T10:07;2016-01-18T10:22;Benthic;;;65;1;30;2,9;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;9,1;8,1;2016-01-18T10:35;2016-01-18T10:50;Pelagic;;;70;1;30;2,9;
Sylt-8 trawl 1;55,065167;8,359333;55,071333;8,334667;9,1;8,1;2016-01-18T10:35;2016-01-18T10:50;Pelagic;;;90;1;30;2,9;
Sylt-1 trawl 1;55,05585;8,439483;55,047833;84,63517;22,4;9,5;2016-01-18T11:17;2016-01-18T11:32;Pelagic;;;65;1;29,8;2,6;
Sylt-1 trawl 1;55,05585;8,439483;55,047833;84,63517;22,4;9,5;2016-01-18T11:17;2016-01-18T11:32;Pelagic;;;85;1;29,8;2,6;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;11,1;9,1;2016-01-18T11:48;2016-01-18T12:03;Pelagic;;;60;3;27,1;1,2;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;11,1;9,1;2016-01-18T11:48;2016-01-18T12:03;Pelagic;;;80;1;27,1;1,2;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;11,1;9,1;2016-01-18T11:48;2016-01-18T12:03;Pelagic;;;90;1;27,1;1,2;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;11,1;9,1;2016-01-18T11:48;2016-01-18T12:03;Pelagic;;;95;1;27,1;1,2;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;11,1;9,1;2016-01-18T11:48;2016-01-18T12:03;Pelagic;;;105;1;27,1;1,2;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;11,1;9,1;2016-01-18T11:48;2016-01-18T12:03;Pelagic;;;120;1;27,1;1,2;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;11,4;8,6;2016-01-18T12:15;2016-01-18T12:30;Benthic;;;60;8;27,1;1,2;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;11,4;8,6;2016-01-18T12:15;2016-01-18T12:30;Benthic;;;65;1;27,1;1,2;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;11,4;8,6;2016-01-18T12:15;2016-01-18T12:30;Benthic;;;70;6;27,1;1,2;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;11,4;8,6;2016-01-18T12:15;2016-01-18T12:30;Benthic;;;80;1;27,1;1,2;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;11,4;8,6;2016-01-18T12:15;2016-01-18T12:30;Benthic;;;90;1;27,1;1,2;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;11,4;8,6;2016-01-18T12:15;2016-01-18T12:30;Benthic;;;110;1;27,1;1,2;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,7;9,4;2016-01-18T12:50;2016-01-18T13:05;Pelagic;;;55;1;25,4;1;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,7;9,4;2016-01-18T12:50;2016-01-18T13:05;Pelagic;;;60;2;25,4;1;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,7;9,4;2016-01-18T12:50;2016-01-18T13:05;Pelagic;;;65;1;25,4;1;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,7;9,4;2016-01-18T12:50;2016-01-18T13:05;Pelagic;;;70;2;25,4;1;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,7;9,4;2016-01-18T12:50;2016-01-18T13:05;Pelagic;;;75;2;25,4;1;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,7;9,4;2016-01-18T12:50;2016-01-18T13:05;Pelagic;;;80;1;25,4;1;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,7;9,4;2016-01-18T12:50;2016-01-18T13:05;Pelagic;;;95;1;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;55;3;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;60;6;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;65;6;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;70;3;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;75;2;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;80;1;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;90;2;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;95;1;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;100;4;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;105;4;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;110;6;25,4;1;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;12,1;10,4;2016-01-18T13:10;2016-01-18T13:25;Benthic;;;115;1;25,4;1;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;60;1;27,5;0,8;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;65;1;27,5;0,8;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;80;3;27,5;0,8;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;90;2;27,5;0,8;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;95;1;27,5;0,8;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;105;1;27,5;0,8;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;110;2;27,5;0,8;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;115;1;27,5;0,8;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;6,7;4,9;2016-01-21T08:45;2016-01-21T09:00;Benthic;;;140;1;27,5;0,8;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;3,5;3;2016-01-21T09:22;2016-01-21T09:37;Benthic;;;80;2;25,7;0,1;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;3,5;3;2016-01-21T09:22;2016-01-21T09:37;Benthic;;;105;2;25,7;0,1;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;3,5;3;2016-01-21T09:22;2016-01-21T09:37;Benthic;;;110;1;25,7;0,1;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;3,5;3;2016-01-21T09:22;2016-01-21T09:37;Benthic;;;115;1;25,7;0,1;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;55;1;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;60;3;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;65;1;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;80;1;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;105;1;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;110;2;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;115;1;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;120;1;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;125;2;25,9;-0,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;140;1;25,9;-0,2;
